Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
1.0,1.0,1.0,7.0,3.0,,,8.0,,,,,2.0,,,1.0,22.0,1.0,,,,,,,,,,2.0,,33.0,,,,1.0,,,,,,,,,,2.0,,,1.0,,1.0,15.0,1.0,8.0,2.0,,3.0,8.0,,4.0,,,,4.0,2.0,,,,,,,,,,,3.0,,1.0,,1.0,,2.0,247866
,,,,,,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,7.0,,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,3.0,1.0,,5.0,,,,,312536
6.0,,,3.0,19.0,,,14.0,,2.0,,6.0,,,,21.0,23.0,,7.0,,1.0,,,,3.0,7.0,,,,13.0,,,,,,,,,9.0,,,2.0,,,,,,,2.0,,3.0,7.0,,3.0,1.0,1.0,2.0,18.0,,,,7.0,,1.0,,6.0,1.0,,,16.0,,,,14.0,,2.0,3.0,3.0,,2.0,245249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295887
,,,1.0,3.0,,1.0,3.0,,,,1.0,,,5.0,15.0,10.0,,,,,,,,,,,1.0,1.0,13.0,,,,1.0,2.0,,,,2.0,,,1.0,,,,,,,1.0,,1.0,6.0,,,1.0,5.0,2.0,9.0,,,,8.0,1.0,,,,,,,4.0,,4.0,6.0,24.0,,3.0,6.0,,,4.0,229682
,,,3.0,1.0,,,4.0,,1.0,,2.0,8.0,,,8.0,31.0,,1.0,1.0,,,,,1.0,14.0,,7.0,,8.0,,,,,,,,1.0,3.0,2.0,,,,,,,,1.0,1.0,,5.0,5.0,,2.0,1.0,,1.0,12.0,,2.0,,2.0,,,,,,,,2.0,,,,14.0,,2.0,,,,,336754
,,2.0,10.0,9.0,1.0,,8.0,1.0,,,8.0,7.0,11.0,5.0,15.0,45.0,,,,1.0,1.0,2.0,,3.0,4.0,,8.0,,9.0,,,1.0,,,,1.0,,8.0,1.0,1.0,2.0,13.0,,11.0,3.0,4.0,1.0,4.0,,1.0,15.0,,1.0,1.0,5.0,2.0,27.0,,,1.0,3.0,4.0,11.0,,1.0,2.0,1.0,6.0,13.0,,6.0,,19.0,2.0,3.0,1.0,,,2.0,339064
,,,3.0,1.0,,1.0,,,1.0,1.0,2.0,,,,1.0,8.0,,1.0,,,,,,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,1.0,,,,,,,,,,,,4.0,,1.0,,,,,119589
,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23717
,,,1.0,7.0,1.0,,5.0,,,,,1.0,,,12.0,32.0,,9.0,,,,,,,,,2.0,,8.0,,,,1.0,,,,,,7.0,12.0,1.0,,,,,1.0,4.0,,,7.0,6.0,,,2.0,,,4.0,5.0,,7.0,4.0,,,,,,,,,,,,3.0,,12.0,2.0,,,,172878
,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,99242
,,,,2.0,,,4.0,,,,,,,,5.0,7.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,2.0,,1.0,4.0,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,320845
,,,1.0,,,,4.0,,,,,,,,,4.0,,,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,322630
,,,1.0,1.0,,,,,,,,,,,7.0,12.0,,,,,,,,,3.0,,,1.0,3.0,,,,,,,,,1.0,5.0,,,,,,,1.0,,6.0,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,2.0,,,,,,,92232
1.0,12.0,5.0,10.0,37.0,,6.0,15.0,6.0,,,1.0,,,,14.0,26.0,3.0,2.0,1.0,1.0,1.0,3.0,,4.0,,6.0,10.0,1.0,27.0,,2.0,,1.0,2.0,1.0,1.0,,4.0,,,1.0,,,,,3.0,,11.0,6.0,,15.0,3.0,5.0,1.0,14.0,,38.0,2.0,3.0,1.0,9.0,2.0,2.0,,,4.0,,,,,,,6.0,,2.0,1.0,,,2.0,253654
,1.0,,4.0,8.0,,,15.0,,,,,1.0,2.0,,11.0,11.0,,,,2.0,3.0,,,,,,3.0,,15.0,,,1.0,,1.0,,,,,,,,,2.0,,,1.0,,,,1.0,7.0,,,,2.0,2.0,21.0,,3.0,4.0,,1.0,,,,,,1.0,,,7.0,,2.0,,4.0,1.0,,,,223029
5.0,,2.0,2.0,3.0,1.0,,10.0,,,,,,,,5.0,18.0,,,,2.0,,,,1.0,10.0,,1.0,,7.0,,,2.0,2.0,,,2.0,,1.0,,,,,,,,4.0,1.0,2.0,,,5.0,,2.0,,,2.0,8.0,1.0,,,1.0,3.0,6.0,,,,,,,,,,4.0,5.0,5.0,1.0,,,,296130
,,,3.0,3.0,,,2.0,,,,,,,,8.0,14.0,,1.0,1.0,2.0,,,,1.0,2.0,,5.0,,1.0,,,,,,,1.0,,2.0,,,3.0,,,,,3.0,1.0,1.0,,,4.0,,2.0,1.0,,3.0,9.0,1.0,,,,,,,,,2.0,,,,,,8.0,,,4.0,2.0,,,131334
,,,2.0,1.0,,,3.0,,,1.0,,,,,,7.0,,,2.0,1.0,,,,1.0,3.0,,4.0,,1.0,,,,,,,,,1.0,,,,,,,7.0,2.0,,,,,5.0,,,3.0,6.0,,3.0,,,,7.0,,,,,,,,14.0,,,,4.0,,8.0,2.0,3.0,,2.0,50350
,,,1.0,,,,2.0,,,,,,,,,18.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,3.0,,8.0,3.0,,,3.0,,7.0,,,,4.0,,,6.0,,,,,,1.0,,15.0,5.0,1.0,7.0,,8.0,1.0,3.0,,,,2.0,204477
,,,15.0,5.0,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,10.0,,,4.0,,,,,18.0,6.0,,,1.0,5.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,223092
,,,2.0,14.0,,,,,,,,,,,3.0,1.0,,,,1.0,,,,,1.0,,,,5.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,6.0,,,,,,,,1.0,,,,,8.0,,,3.0,,1.0,,,,,144560
3.0,3.0,4.0,26.0,13.0,,,21.0,,,,4.0,,,,26.0,35.0,,1.0,,,,,,13.0,1.0,,6.0,,24.0,,1.0,,,,7.0,,1.0,2.0,10.0,6.0,14.0,,,2.0,,2.0,,9.0,,3.0,12.0,1.0,1.0,,1.0,1.0,28.0,,,,12.0,,1.0,,2.0,1.0,,,4.0,,,,10.0,,7.0,1.0,,,1.0,236382
,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,1.0,,,,,,,,1.0,,,,,,,47720
,,,3.0,,,,,,,,,,,,,10.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,,,,,,5.0,,,3.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,154415
1.0,,,1.0,2.0,,,2.0,,,,,,,,4.0,1.0,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,13.0,,1.0,,,,15.0,,10.0,,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,76543
,,,12.0,1.0,,1.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,8.0,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,6.0,,,,4.0,,,,1.0,,,,7.0,,,,,,,1.0,,,,248106
,,,9.0,10.0,,,,,,,,,,,,,,,,,,,,3.0,13.0,,,,5.0,,,,,,,,,,1.0,,,,,,,1.0,,3.0,,1.0,1.0,,,,,,5.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,261137
,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,4.0,,1.0,,,8.0,,,,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,51554
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44187
5.0,3.0,1.0,8.0,22.0,,4.0,5.0,1.0,,1.0,4.0,5.0,2.0,2.0,8.0,32.0,,,,2.0,,,,1.0,1.0,1.0,1.0,2.0,12.0,,,3.0,,11.0,6.0,,3.0,4.0,,,5.0,2.0,,7.0,10.0,5.0,4.0,4.0,,5.0,12.0,,3.0,,10.0,5.0,19.0,,1.0,,6.0,6.0,,1.0,1.0,4.0,,,8.0,,1.0,,18.0,20.0,3.0,4.0,,,1.0,158227
,,,3.0,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,3.0,,,1.0,1.0,,,,,2.0,,,,1.0,,,,,1.0,,,,,2.0,,,,,,1.0,,,154511
3.0,2.0,,1.0,7.0,,2.0,7.0,,,,1.0,7.0,1.0,,10.0,33.0,,1.0,,1.0,,,,1.0,2.0,,6.0,1.0,2.0,,,1.0,2.0,2.0,,,,1.0,3.0,,2.0,,,1.0,,2.0,11.0,1.0,,,13.0,,5.0,1.0,5.0,,20.0,5.0,2.0,5.0,11.0,1.0,,,1.0,1.0,,1.0,4.0,2.0,,,15.0,1.0,1.0,6.0,,,,38517
,,,,1.0,,,,,,,,,,,3.0,3.0,,,,,,,,2.0,5.0,,,,,2.0,,,6.0,3.0,,,,,,,,,,,,4.0,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,202583
,,,3.0,,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,9.0,,4.0,,,,,91074
,,,10.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,17307
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117604
,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188368
,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,6.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,307121
,,5.0,3.0,5.0,,,22.0,,,,28.0,5.0,,,3.0,11.0,,1.0,,,,,,2.0,,,1.0,,3.0,,,,7.0,,,,,1.0,,,,,1.0,,,,9.0,1.0,,,4.0,,,,,2.0,10.0,4.0,,,1.0,1.0,,,,,,,4.0,,,,,,,6.0,,,,116266
,,3.0,8.0,3.0,,,5.0,,,,,,,,5.0,29.0,,,,,,1.0,,,,,6.0,,8.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,2.0,,4.0,9.0,,,9.0,1.0,3.0,1.0,,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,,40887
6.0,,3.0,8.0,4.0,,,6.0,,,,,,,,5.0,12.0,,,,,,,,6.0,,,,,7.0,1.0,,,,2.0,,3.0,2.0,,,7.0,1.0,,,,,1.0,1.0,1.0,,,4.0,,1.0,2.0,,6.0,2.0,,,1.0,3.0,,,,,,,,4.0,,1.0,8.0,6.0,,,1.0,,,,337625
2.0,2.0,,18.0,14.0,,,8.0,,,1.0,,,,,10.0,33.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,5.0,2.0,5.0,,,5.0,1.0,,1.0,4.0,1.0,16.0,1.0,,,10.0,,,,,,,,2.0,,,,4.0,,,,,,,19260
,1.0,,5.0,15.0,,,5.0,,,1.0,1.0,2.0,,,6.0,33.0,1.0,2.0,,,,,,,,,3.0,,43.0,,,,2.0,,1.0,,,4.0,,8.0,10.0,,1.0,,,2.0,7.0,1.0,1.0,3.0,5.0,,7.0,,5.0,,14.0,,,9.0,2.0,,,,2.0,1.0,,,,,,,6.0,1.0,1.0,4.0,3.0,5.0,,298172
,,,,3.0,,,,,,,,,,,,9.0,,,,,,,,,,,1.0,,3.0,,,,,,,,,,4.0,,,,1.0,,,,,,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,1.0,,3.0,,,,,333173
3.0,,,2.0,4.0,,,4.0,,,,,,,,6.0,32.0,,,,2.0,1.0,,,4.0,,,1.0,,6.0,,,,,,,,,,1.0,,,,,5.0,,5.0,,1.0,,,3.0,,,1.0,,2.0,3.0,,,,2.0,,,,,,,,,,,,3.0,,3.0,1.0,,,,73815
13.0,,1.0,14.0,5.0,,3.0,11.0,,,,,,,,11.0,13.0,1.0,,,,,,,,,,7.0,,5.0,,,,,,2.0,1.0,,,,,1.0,,,,,,3.0,,1.0,,9.0,,1.0,1.0,3.0,2.0,19.0,,,3.0,7.0,,,3.0,,1.0,2.0,,,5.0,,,10.0,1.0,4.0,2.0,,,1.0,52717
14.0,,,4.0,25.0,,1.0,9.0,,,,,,,,13.0,18.0,,7.0,,,,,,,6.0,,2.0,,16.0,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,6.0,,,2.0,9.0,3.0,24.0,,,,12.0,,,2.0,3.0,1.0,,,2.0,,,,8.0,3.0,,1.0,,,,244127
,,,5.0,1.0,,,5.0,,,,1.0,,,,7.0,9.0,1.0,,,,,,,1.0,5.0,,,,2.0,,,,,1.0,2.0,,,,,,,,,3.0,,,,2.0,,1.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,5.0,,1.0,1.0,,,,279306
,,,1.0,34.0,,,10.0,,,,,,,,15.0,29.0,2.0,,,,,,,1.0,4.0,,4.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,5.0,,,,,1.0,26.0,4.0,,,7.0,,,2.0,,,,,1.0,,,,,1.0,7.0,,,,,293534
1.0,,,1.0,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,221435
,2.0,,2.0,5.0,,,5.0,,,,,,1.0,2.0,3.0,4.0,,,,,,2.0,,1.0,21.0,,1.0,,9.0,,,,,,,,,,,,,2.0,,3.0,,3.0,,5.0,,1.0,5.0,,,,,5.0,17.0,3.0,,1.0,,,1.0,,,1.0,,,,,,,10.0,1.0,3.0,1.0,,2.0,8.0,185746
1.0,,,7.0,16.0,,,15.0,,,1.0,,,,,21.0,67.0,,7.0,1.0,2.0,,,,,3.0,,3.0,,18.0,,,,,,1.0,,,,,1.0,,7.0,,1.0,,8.0,2.0,,3.0,1.0,2.0,,1.0,,8.0,4.0,48.0,,3.0,2.0,7.0,,,3.0,,1.0,1.0,1.0,3.0,,,,25.0,3.0,2.0,3.0,,,,251665
1.0,,,4.0,12.0,,,6.0,,,,,,,,3.0,52.0,,2.0,,,,,,,,,8.0,,6.0,,,,,,1.0,,,2.0,,,,,,8.0,,4.0,8.0,,,3.0,13.0,,6.0,,10.0,2.0,22.0,,1.0,,35.0,4.0,,,,1.0,,,4.0,,,1.0,18.0,,3.0,1.0,,3.0,,122204
,,,19.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,289218
,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107200
,1.0,5.0,1.0,2.0,,,,,,,,,,,2.0,2.0,,,1.0,6.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,16.0,5.0,9.0,,1.0,2.0,5.0,,,1.0,1.0,,,,1.0,2.0,,,12.0,,2.0,,,,,135024
,,,,2.0,,,4.0,,,,,,,,1.0,6.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,2.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,2.0,,6.0,,1.0,2.0,,,,175856
,,,1.0,3.0,,,1.0,,,,,,,,15.0,5.0,,1.0,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,3.0,,,4.0,1.0,1.0,,,2.0,,,,,,,,1.0,,1.0,,,,,115177
,,,,,,,1.0,,,,,,,,1.0,6.0,,,,,,,,,1.0,,,,7.0,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,7.0,,,,,,,,,,,,2.0,,,2.0,2.0,,2.0,,,,,122832
1.0,,,,,,,2.0,,,,,,,,2.0,24.0,,12.0,,,1.0,,,,,,6.0,,14.0,,,,,,,,,1.0,,,12.0,,,,,1.0,1.0,,,1.0,2.0,4.0,,,,,9.0,,,28.0,3.0,,,,,,,,,,,1.0,8.0,,,2.0,,,,81092
,,,7.0,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324255
,,,1.0,3.0,,,1.0,,,,1.0,,,,1.0,14.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,7.0,,,,7.0,,,,1.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,3.0,,,,,164123
,,,11.0,2.0,,1.0,8.0,,,1.0,1.0,,,,8.0,15.0,,1.0,,,,,,,,,3.0,,46.0,,1.0,,,,,,,1.0,,5.0,3.0,,1.0,,,,1.0,1.0,,1.0,5.0,,,1.0,,,39.0,7.0,,12.0,4.0,11.0,,,,1.0,,,,,,,6.0,,,1.0,,,,288533
,,,3.0,10.0,,1.0,5.0,,,1.0,1.0,,,,8.0,20.0,,13.0,1.0,,,2.0,,3.0,,,3.0,,2.0,,1.0,1.0,,,,,,13.0,,,1.0,,1.0,,,,,7.0,2.0,,6.0,,,2.0,,3.0,13.0,,3.0,7.0,1.0,,3.0,1.0,,,,,1.0,6.0,,1.0,8.0,,5.0,3.0,,1.0,,204534
,,,3.0,12.0,,,4.0,,,,2.0,,,,,7.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,18373
,1.0,4.0,,2.0,,,3.0,,,1.0,,,,,2.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,3.0,6.0,,,,,2.0,,,,3.0,,,5.0,,,,,,,,,,3.0,,2.0,,,,,20033
,,,1.0,1.0,,1.0,3.0,,,,2.0,,,,2.0,36.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,4.0,3.0,1.0,,1.0,9.0,,,,2.0,37.0,22.0,,,,5.0,,,1.0,2.0,,,,1.0,,,,1.0,,,6.0,2.0,,,322448
,1.0,4.0,6.0,14.0,,,5.0,,,,,,,,12.0,19.0,,1.0,,,,,1.0,,7.0,,,,17.0,,,,,,2.0,,,1.0,,,,,,1.0,,,1.0,,,2.0,4.0,,1.0,,,,15.0,,,,2.0,,,,2.0,,,,,,,,6.0,,,,,1.0,2.0,29689
,,,,,,,2.0,,,,,,,,,5.0,,,,,,,,7.0,,,82.0,,1.0,,,,,,,,,,8.0,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252866
,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,4.0,,,,,,3.0,,,4.0,171620
,,,5.0,9.0,1.0,,10.0,,,,1.0,,,,5.0,22.0,,,,,,1.0,,,,,3.0,,9.0,,,,,,,,,,,2.0,,,,,,3.0,,2.0,,1.0,7.0,,2.0,,,,18.0,,,,,,,,,,,,,19.0,1.0,1.0,9.0,,,,,1.0,,81521
,,,4.0,8.0,,,3.0,,,,,,,,4.0,7.0,,,,1.0,,1.0,,2.0,,,1.0,,1.0,,,,,,,,,1.0,,5.0,2.0,,,,,,,1.0,9.0,,1.0,,,,,6.0,8.0,2.0,6.0,,2.0,,,,,,,,,2.0,11.0,,5.0,,,,,,,112173
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,232425
,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,,,,,,,,,,,,10.0,,,,,,,14180
15.0,,16.0,16.0,17.0,,2.0,24.0,,,,1.0,,7.0,4.0,13.0,41.0,,2.0,,,,,,2.0,,,6.0,1.0,7.0,,,,1.0,,2.0,1.0,4.0,1.0,2.0,1.0,,4.0,2.0,5.0,2.0,3.0,4.0,,1.0,2.0,15.0,,,2.0,5.0,1.0,37.0,5.0,,3.0,4.0,3.0,1.0,3.0,3.0,2.0,,,1.0,,5.0,,16.0,,3.0,1.0,,,1.0,309944
,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,,247906
,2.0,,44.0,12.0,,1.0,5.0,,,1.0,,,,,14.0,36.0,1.0,,,,1.0,,,,6.0,1.0,4.0,,8.0,,6.0,,,,8.0,,,,,,,,,,,7.0,,1.0,,2.0,14.0,,1.0,1.0,36.0,5.0,38.0,,3.0,,4.0,,,,1.0,1.0,,,,,,1.0,17.0,,3.0,4.0,,,,206896
,,,11.0,2.0,,93.0,4.0,,3.0,,,8.0,,,5.0,38.0,,,,,,,,,,,,,12.0,,,,,,,,,2.0,,,,,4.0,,,,1.0,1.0,,,13.0,,,,,,6.0,,,,5.0,,,1.0,,,1.0,,,,,,7.0,,3.0,4.0,,,,265052
,1.0,,1.0,4.0,,1.0,4.0,,,,,,,,5.0,13.0,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,14.0,1.0,,,,8.0,,,1.0,10.0,,9.0,,,,1.0,,,,,1.0,,,,3.0,,,14.0,,,2.0,,,,75127
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,78288
,,8.0,2.0,12.0,3.0,2.0,8.0,1.0,,1.0,,,,,6.0,22.0,1.0,2.0,,9.0,,,,1.0,1.0,,1.0,3.0,,4.0,2.0,1.0,,3.0,2.0,,3.0,2.0,,,,,,1.0,,6.0,1.0,8.0,,2.0,7.0,1.0,,2.0,2.0,1.0,45.0,,,1.0,1.0,,,1.0,1.0,3.0,,,7.0,,,9.0,14.0,,5.0,4.0,,,6.0,217232
,8.0,2.0,2.0,6.0,,3.0,9.0,,,,,,,,7.0,44.0,,7.0,,,,,,1.0,3.0,,7.0,,9.0,,,,,,,,,,13.0,,15.0,,,,,7.0,3.0,,2.0,1.0,5.0,3.0,,1.0,14.0,1.0,9.0,,2.0,,3.0,1.0,,,,2.0,,,,,,,1.0,,3.0,6.0,,,,197382
,,,,2.0,,2.0,8.0,,,,1.0,,,,12.0,43.0,,,,1.0,,,,19.0,1.0,,3.0,,4.0,,,,,,8.0,,,,,,,,,,,1.0,,2.0,,19.0,8.0,,,3.0,1.0,1.0,28.0,,,3.0,7.0,,,,1.0,1.0,,,,,,,5.0,,5.0,4.0,3.0,,3.0,75957
15.0,1.0,,5.0,3.0,,,16.0,1.0,,1.0,1.0,,,,3.0,50.0,,1.0,,7.0,,,1.0,9.0,,1.0,2.0,,8.0,,,,,,,,1.0,2.0,,,,,,2.0,,2.0,1.0,2.0,,1.0,9.0,,,,2.0,3.0,17.0,,1.0,17.0,4.0,1.0,,,1.0,,,,,,,1.0,1.0,,4.0,1.0,,,,225174
15.0,3.0,,1.0,20.0,1.0,,4.0,,,1.0,,,,,7.0,19.0,,4.0,,,,,,6.0,8.0,1.0,4.0,,6.0,,,,,,,,1.0,,,,1.0,,,,,2.0,,4.0,,4.0,7.0,,,1.0,4.0,2.0,8.0,,1.0,,1.0,,,,,,,,13.0,4.0,,,15.0,,1.0,,,1.0,,327433
6.0,,,9.0,13.0,5.0,7.0,23.0,1.0,,,,,,,17.0,22.0,,2.0,2.0,1.0,,3.0,,,,,19.0,,8.0,,,,2.0,,,,,,,1.0,10.0,,2.0,1.0,,3.0,,1.0,7.0,9.0,10.0,,1.0,8.0,10.0,15.0,44.0,,13.0,2.0,9.0,,,,6.0,5.0,,,,,,1.0,5.0,,,3.0,,,1.0,273025
