Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,168973
,,4.0,0.0,1.0,,4.0,0.0,,,,1.0,,,,1.0,0.0,,,,5.0,3.0,0.0,,,1.0,,,,1.0,,,,,,,6.0,,4.0,1.0,,1.0,,,,,3.0,,,,1.0,1.0,,,,,,1.0,,,,0.0,,4.0,,1.0,,,4.0,2.0,,,,0.0,,,,,,,208099
,,,,0.0,,,6.0,,,,,,,,4.0,0.0,,0.0,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,3.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,6.0,4.0,,5.0,3.0,,,,54200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111860
2.0,3.0,0.0,0.0,0.0,4.0,,0.0,,,,2.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,3.0,,0.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,,2.0,1.0,0.0,,,0.0,3.0,0.0,0.0,,,,1.0,0.0,6.0,,4.0,3.0,,,,,,,0.0,,0.0,4.0,,,,168156
1.0,,5.0,2.0,2.0,4.0,,0.0,,5.0,,6.0,,,,0.0,0.0,,5.0,,2.0,,,,,,,5.0,4.0,0.0,,0.0,,,,1.0,,,2.0,,,4.0,5.0,,5.0,,,,,,,0.0,,5.0,,0.0,1.0,0.0,1.0,,,1.0,4.0,,3.0,2.0,,,,,1.0,2.0,,0.0,,4.0,0.0,,,0.0,88720
,,2.0,2.0,0.0,,,0.0,,,,,,,,2.0,0.0,,,,,,0.0,,,0.0,,,,1.0,,,4.0,,,,,,,,,3.0,,,,,1.0,,2.0,2.0,,2.0,,0.0,,,4.0,0.0,4.0,,,0.0,,,,2.0,2.0,,,,,1.0,,2.0,1.0,2.0,2.0,,,,154308
,,,,3.0,,,2.0,,,,3.0,,,,0.0,0.0,,,,,,,,,,2.0,2.0,,3.0,,,,,0.0,,,,2.0,,,,2.0,3.0,0.0,,,,0.0,,,,,,3.0,,3.0,0.0,,,0.0,,,,,,,,,,,,3.0,3.0,,0.0,3.0,,,,285367
,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,3.0,,0.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,109235
,,,,0.0,,,0.0,,,,,,,,0.0,2.0,2.0,5.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,2.0,,,6.0,0.0,,,2.0,,,,6.0,2.0,,,4.0,,,,0.0,,2.0,2.0,0.0,,0.0,84906
,,,0.0,6.0,,4.0,0.0,,5.0,6.0,,,,,0.0,4.0,,,,,,,,4.0,,,0.0,,2.0,,,,,,,,,5.0,,,,,5.0,,,5.0,5.0,,,0.0,5.0,,0.0,6.0,6.0,6.0,2.0,,,1.0,4.0,,,,,,,,,,,,5.0,,2.0,6.0,,,,123336
3.0,0.0,,0.0,0.0,,5.0,0.0,,,,,,,,0.0,0.0,,1.0,2.0,,,0.0,,6.0,1.0,,0.0,,1.0,,,,0.0,1.0,,,,,1.0,,,,,,0.0,0.0,1.0,,,2.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,1.0,,,,4.0,2.0,,,0.0,,5.0,0.0,,,,78654
,,,0.0,6.0,,6.0,2.0,,,2.0,6.0,6.0,,,2.0,2.0,,2.0,,,,,,5.0,0.0,,6.0,,1.0,5.0,,3.0,,,,,,0.0,,,,,,5.0,,6.0,,0.0,,,1.0,,,2.0,6.0,,0.0,,,,6.0,,,2.0,6.0,,,,,,,,6.0,,6.0,6.0,,,,241776
,1.0,,1.0,1.0,1.0,,1.0,,,5.0,,,,4.0,1.0,0.0,,,,3.0,,,,1.0,,,0.0,2.0,0.0,,,,,,1.0,,,,,,1.0,,0.0,,,2.0,3.0,3.0,1.0,2.0,0.0,1.0,6.0,,2.0,0.0,0.0,,,0.0,1.0,,,,,4.0,4.0,,1.0,,,,0.0,,4.0,,,,,237559
,,,,4.0,,,0.0,,,,2.0,,,,2.0,0.0,,,,,,,,,0.0,,,,2.0,,,,,,,,,0.0,0.0,,,,2.0,,,,2.0,,,,2.0,,,,,5.0,2.0,,,0.0,,,,,,,,,2.0,,,,2.0,,2.0,2.0,,,2.0,263577
,,,,3.0,,,,,,,,,,,3.0,1.0,,,,,,,,5.0,,,,,0.0,,,,,,,,,,0.0,,3.0,,,,,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,290578
,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,305977
,,6.0,0.0,1.0,,5.0,0.0,,,1.0,4.0,,,,5.0,1.0,,,,,6.0,,,,0.0,,4.0,,1.0,,,,,,1.0,,,1.0,3.0,,,,,,,1.0,5.0,,,1.0,1.0,,,,4.0,,1.0,,,,1.0,,3.0,,,,,,6.0,,,,1.0,,,1.0,,,,200583
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,1.0,,,,,,,177662
,,,0.0,2.0,,6.0,3.0,,,,,2.0,,,0.0,0.0,,0.0,,,,,,4.0,0.0,,2.0,,0.0,,,,6.0,1.0,,6.0,,,,0.0,2.0,,,0.0,,4.0,4.0,5.0,,,2.0,,,0.0,,4.0,0.0,,,,0.0,,,,0.0,,,,,,,5.0,0.0,,6.0,5.0,1.0,,,175603
,0.0,3.0,3.0,0.0,,1.0,0.0,,,1.0,4.0,,,,0.0,0.0,,,,,3.0,,,0.0,0.0,,0.0,,0.0,,,,,,1.0,,,,,,,,,0.0,,6.0,3.0,1.0,3.0,4.0,0.0,0.0,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,3.0,5.0,,,1.0,0.0,,,,,,,274021
0.0,,1.0,0.0,0.0,2.0,1.0,0.0,,,,,1.0,,,0.0,0.0,,,,1.0,,1.0,6.0,5.0,,4.0,0.0,,0.0,0.0,,,,,5.0,,,1.0,,,,,,1.0,,0.0,3.0,0.0,0.0,,0.0,,1.0,2.0,,3.0,0.0,,,,1.0,,1.0,,1.0,3.0,,,0.0,,4.0,3.0,1.0,1.0,5.0,,,5.0,6.0,308426
,6.0,,0.0,,,3.0,0.0,,3.0,,0.0,,,,3.0,0.0,,,,,,,,,0.0,5.0,0.0,,,,,3.0,,,,,,,,,,,,,,0.0,,3.0,,,0.0,,,3.0,,,0.0,0.0,,,,,,,3.0,,,,,3.0,,6.0,0.0,,0.0,0.0,,,,288966
4.0,,,3.0,4.0,,4.0,3.0,,6.0,,,,6.0,4.0,5.0,1.0,4.0,,3.0,,,,,,0.0,,1.0,,,,,,,,6.0,,,4.0,,,,3.0,,6.0,,6.0,,,,,4.0,4.0,,,4.0,1.0,0.0,,,,6.0,,,,4.0,,,,4.0,,,,2.0,,,,,,,118204
1.0,0.0,1.0,2.0,0.0,,5.0,0.0,,,,4.0,,3.0,,0.0,0.0,,,,,,,,3.0,0.0,,0.0,,0.0,,,4.0,,,,,0.0,,2.0,3.0,3.0,,4.0,,,1.0,,0.0,,4.0,3.0,,,,,1.0,0.0,1.0,,4.0,0.0,,,,,,,,5.0,,,,0.0,,5.0,4.0,,,,45027
4.0,,,0.0,1.0,,,0.0,,,,1.0,1.0,,,0.0,0.0,,,,,4.0,,,,1.0,,1.0,1.0,0.0,,,,,,,,,4.0,,,0.0,,3.0,,,5.0,4.0,4.0,,3.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,,,,3.0,0.0,,,0.0,,,,0.0,,1.0,0.0,,,,326772
,,,,4.0,,,4.0,,,4.0,,,,,4.0,4.0,,4.0,,,,,,,,,0.0,,4.0,,,,,,,,,,,,,,4.0,4.0,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,290017
,,,,,,5.0,,,,,,,,,0.0,5.0,,,,,,,,,0.0,,,,1.0,,,5.0,2.0,5.0,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,2.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,311387
,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,254545
1.0,,1.0,1.0,1.0,,,0.0,,,0.0,1.0,,,,0.0,0.0,,,1.0,5.0,,,,1.0,,5.0,1.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,,0.0,5.0,,2.0,,,,2.0,0.0,,,0.0,0.0,1.0,1.0,1.0,,,0.0,,,2.0,5.0,,,,,1.0,,,0.0,,0.0,0.0,0.0,,,140191
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216449
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46127
5.0,,,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,3.0,,,,,2.0,2.0,5.0,,0.0,4.0,,,,,2.0,1.0,4.0,2.0,0.0,,,,,,,,,,0.0,,,2.0,,,,,,,148705
,,6.0,,6.0,,,2.0,,,,,3.0,,3.0,3.0,3.0,,,,,,3.0,,,0.0,,3.0,,3.0,,,,,,,,,3.0,3.0,2.0,,,,2.0,,4.0,,3.0,,3.0,1.0,,,,3.0,3.0,3.0,,2.0,,3.0,3.0,,,,3.0,3.0,,6.0,,,,3.0,,,,4.0,,,82099
,,,6.0,,,,,,,,5.0,,,,,2.0,,,,,,,,,,,,,0.0,,2.0,,,4.0,,,,,,,,6.0,,,,,,,,,,,,,,,6.0,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,166385
,5.0,,6.0,0.0,,0.0,0.0,,,,,,,,0.0,1.0,,3.0,,,,,,,,,0.0,,1.0,,,,,,,,,,2.0,,,,,,,2.0,,,,,2.0,,6.0,,2.0,1.0,2.0,,,1.0,1.0,3.0,,,,1.0,6.0,,,0.0,,2.0,0.0,4.0,,,,,,17568
,,,6.0,3.0,,,,,,6.0,,,,,,,,1.0,,1.0,,,,,,,,,0.0,6.0,,,,,,,,6.0,,,,6.0,,,,1.0,,1.0,,,6.0,,,,,,0.0,,,,,6.0,,,0.0,,,,,,,3.0,1.0,,0.0,1.0,,,,69554
,,,4.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,3.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,5.0,,,,,,0.0,,,,0.0,5.0,,,,,,,,,,,,,,,,,5.0,249102
,,,1.0,1.0,,,1.0,,,,,,,,3.0,3.0,,,,,,,,4.0,3.0,,3.0,,0.0,,,,,,,,,,,,,,,,,1.0,,6.0,,,3.0,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,3.0,,,,2.0,,,123240
6.0,1.0,2.0,3.0,1.0,5.0,,1.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,6.0,1.0,,,,3.0,,,,5.0,,,,,5.0,2.0,2.0,,,,2.0,,1.0,,,,2.0,0.0,,5.0,1.0,4.0,5.0,1.0,5.0,,,1.0,2.0,,,5.0,1.0,,,,,,,1.0,,,2.0,,,2.0,265792
,,,2.0,2.0,,,1.0,,,,2.0,,,,2.0,1.0,,,2.0,,2.0,0.0,,,,,,,1.0,,,,,,0.0,,0.0,,,,,,,,,2.0,,3.0,,2.0,0.0,,,,,,1.0,,,3.0,,,,,,,,,1.0,,,,0.0,,5.0,2.0,,,,327830
,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,45864
,,6.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,6.0,,6.0,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,30184
0.0,,2.0,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,,,1.0,,0.0,1.0,,,,,,1.0,1.0,0.0,,1.0,,,,3.0,0.0,0.0,,2.0,,2.0,0.0,,,,0.0,0.0,0.0,,0.0,6.0,1.0,,,,2.0,0.0,,,0.0,,,,1.0,,6.0,0.0,,,0.0,65832
,,0.0,,0.0,,0.0,0.0,,,,,,1.0,,1.0,0.0,,0.0,,,,,,,,,,5.0,0.0,,,5.0,,0.0,,,,,,,,,5.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,,,,,,,,,1.0,,0.0,5.0,,,,297941
,,4.0,,5.0,,,0.0,,,0.0,,,,,0.0,0.0,,,6.0,,,0.0,,,,,0.0,6.0,0.0,0.0,,1.0,,,0.0,,,,,,,,4.0,4.0,,0.0,4.0,6.0,,4.0,0.0,,4.0,,,,0.0,0.0,2.0,,4.0,,4.0,2.0,5.0,,,,,,,,0.0,,2.0,0.0,,,,253517
,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,221040
,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102392
,,,2.0,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,2.0,,0.0,,,,,,,,,,,,,,,,3.0,,,,,,,305966
5.0,1.0,,0.0,0.0,,6.0,1.0,,,,,,1.0,5.0,0.0,0.0,5.0,0.0,,,,6.0,,1.0,0.0,,0.0,,0.0,,,4.0,,,0.0,,,0.0,,,,,,4.0,,0.0,6.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,6.0,,0.0,,3.0,1.0,,,,,0.0,,0.0,0.0,0.0,,6.0,0.0,,,,23972
,,,3.0,0.0,,,0.0,,,,3.0,,,,3.0,0.0,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,5.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,318342
,,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,6.0,5.0,,,,,,,0.0,,6.0,,,,,,,,6.0,,,,,,,,,,,,,5.0,,0.0,,,,,,0.0,4.0,,,,0.0,,,,,,3.0,,2.0,,,,0.0,,0.0,0.0,,,,281473
,,,0.0,0.0,,,3.0,,,,3.0,,,,3.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,4.0,,,,,,,,,3.0,,,,4.0,3.0,,,,,,0.0,0.0,,,4.0,4.0,,,,,,,,,,,4.0,3.0,0.0,3.0,,,,170693
,,,4.0,,,,3.0,,,,,3.0,,,2.0,2.0,,,,3.0,,,6.0,1.0,,,0.0,,1.0,,,,,,,,,3.0,,,3.0,,,,,3.0,3.0,3.0,,1.0,3.0,,,0.0,3.0,,0.0,,,,,3.0,3.0,,,,,,3.0,,,,,,,,,,,232132
,,,0.0,3.0,,,3.0,,,,1.0,,,,3.0,3.0,,,,,4.0,1.0,,1.0,0.0,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,3.0,0.0,1.0,,,,3.0,3.0,3.0,,,,,,,,,,3.0,,,,,,1.0,,,,,,1.0,94786
,,,,5.0,,,3.0,,,,,,6.0,,,3.0,,,,,,2.0,,6.0,3.0,,,,3.0,,,6.0,,,,,,,,,,,,,,3.0,,,,,3.0,,,,3.0,,3.0,,,,6.0,5.0,,,,3.0,4.0,,5.0,,,,4.0,,,,,,,200581
,,,0.0,0.0,,0.0,0.0,,,1.0,,,,,0.0,0.0,0.0,,,,,,,,1.0,,,,1.0,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,4.0,0.0,,1.0,0.0,,3.0,,0.0,,0.0,,1.0,3.0,0.0,,,,3.0,3.0,,,,,0.0,,0.0,,1.0,4.0,6.0,,1.0,108312
,,,1.0,,,0.0,1.0,3.0,,,,,,,0.0,0.0,,,,,,,,5.0,1.0,,,,4.0,,,,5.0,2.0,,,,,,,,,,,,6.0,,3.0,,4.0,1.0,,1.0,,3.0,0.0,0.0,,,,,,1.0,,,,4.0,,4.0,,1.0,1.0,0.0,,,3.0,,,6.0,239103
3.0,4.0,,0.0,0.0,,,0.0,,,,,,,,1.0,0.0,,,0.0,5.0,,,,0.0,,,0.0,,0.0,,,,0.0,,1.0,,0.0,,,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,4.0,,,,5.0,,,0.0,,,,0.0,2.0,0.0,,,,,177902
,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,46744
,,,2.0,0.0,,,0.0,,,1.0,,,,,0.0,2.0,,,,5.0,,,,3.0,,,3.0,6.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,5.0,2.0,,,,,,0.0,,,,5.0,,3.0,,,,,,,,,,6.0,,0.0,,,,,134608
,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,249141
6.0,,6.0,4.0,6.0,,,4.0,,,,,,,,6.0,6.0,,6.0,6.0,0.0,0.0,,,,,,,,3.0,,,,,,,,,,,,,,,6.0,,,,,6.0,,6.0,,,,6.0,,6.0,,6.0,0.0,,,0.0,,,,,,,,,,6.0,,,,,,,184402
,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,139936
,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,57324
5.0,,4.0,0.0,0.0,,5.0,0.0,,,,,,0.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,,0.0,,,,1.0,,,,,,0.0,,,1.0,,,0.0,,,3.0,1.0,,0.0,0.0,5.0,,0.0,,,,1.0,,0.0,2.0,,,0.0,0.0,,,,,,3.0,0.0,,0.0,,0.0,1.0,,0.0,3.0,,0.0,34430
,,,0.0,,3.0,,0.0,,,,,0.0,,,,3.0,,,4.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,1.0,0.0,,,,4.0,,6.0,0.0,,1.0,,,,,,,,,2.0,,,,,2.0,,,,,,143686
,,,0.0,0.0,,,4.0,,6.0,,4.0,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,5.0,,,0.0,,2.0,1.0,,6.0,,3.0,,,0.0,,,,,,,4.0,,0.0,,,0.0,,,,0.0,4.0,0.0,,,,,0.0,,0.0,0.0,,,,,,0.0,4.0,0.0,,4.0,,,,0.0,165993
6.0,,,0.0,5.0,3.0,,0.0,,,,2.0,5.0,,,,0.0,,2.0,2.0,,,,,5.0,4.0,,,,5.0,,,,,,2.0,,2.0,2.0,2.0,,,,,,,5.0,,2.0,,5.0,3.0,,,,5.0,,3.0,,,,3.0,5.0,,,,,,,2.0,,2.0,,2.0,,,,,,,57458
,3.0,4.0,3.0,1.0,,,3.0,,,,,,,,1.0,0.0,,,,0.0,,,,3.0,,,3.0,,0.0,,,,,,,,,,1.0,,,,,,,1.0,,0.0,,,3.0,,,,0.0,3.0,0.0,,,0.0,4.0,,,,0.0,,,,,,,,1.0,,1.0,4.0,,,,30544
4.0,3.0,,4.0,1.0,,,2.0,,,,4.0,,,4.0,4.0,0.0,,,0.0,2.0,,2.0,,,,,,,3.0,,6.0,6.0,,,1.0,1.0,1.0,0.0,6.0,,3.0,,,3.0,,1.0,,0.0,,,3.0,,,,6.0,,1.0,,,,2.0,0.0,,,,,,,0.0,,,,0.0,1.0,1.0,4.0,4.0,,,182011
,,6.0,0.0,0.0,,5.0,0.0,,0.0,,,3.0,,,0.0,0.0,,,,,0.0,,,3.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,2.0,0.0,,,,0.0,,1.0,,,,0.0,,,,3.0,,,2.0,,,,,,,,,0.0,,0.0,0.0,,,,8158
,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205115
,,,0.0,2.0,,,3.0,,,,,,0.0,1.0,1.0,0.0,6.0,,,,,6.0,,,0.0,,6.0,,2.0,,2.0,,,,1.0,6.0,,1.0,,,,1.0,3.0,1.0,,6.0,,0.0,,,1.0,,3.0,3.0,1.0,3.0,1.0,,,,1.0,,,,,6.0,,,,,1.0,,1.0,,1.0,1.0,,,,323887
,,,1.0,3.0,,,,,,,,,,,,3.0,,,,,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,102717
,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,317740
,,,6.0,,6.0,,6.0,,,,,,,,6.0,0.0,,,,0.0,,,,,3.0,,1.0,,6.0,3.0,,,,,,,,0.0,,,,,,5.0,,,,0.0,,,0.0,,,,,1.0,6.0,,,3.0,,,,,,,,,,,,,0.0,,,6.0,,4.0,,337972
,,,3.0,0.0,,1.0,0.0,,,,,,,,0.0,0.0,,,5.0,,,,,4.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,5.0,0.0,4.0,,0.0,0.0,,,,,,0.0,,,5.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,192955
,,,,0.0,,,0.0,,,,5.0,,,,0.0,2.0,,,,,,,,,,,6.0,,5.0,,,,,,,,,,5.0,2.0,,,5.0,,,,,,,,,,,,,,5.0,,,0.0,2.0,,,,5.0,,,,,,0.0,,,,,,,,,27490
,,,1.0,,,,3.0,6.0,,,6.0,,,,3.0,1.0,,0.0,,,,,,,0.0,,,,2.0,3.0,,,4.0,,,,,4.0,,,,,,,,5.0,6.0,3.0,,,6.0,,,,,,4.0,,,,,,,,,,,,1.0,,1.0,,4.0,,,3.0,,,,151364
5.0,,,0.0,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,6.0,,,,6.0,,,,6.0,,0.0,,,,5.0,,,,,,,,,,,,6.0,,,,,,,84917
4.0,,,0.0,1.0,,2.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,5.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,,,0.0,,,4.0,,0.0,,,,3.0,,0.0,0.0,3.0,,2.0,4.0,,,,2.0,,,,,,,0.0,0.0,0.0,4.0,,,,60330
,1.0,,0.0,0.0,,,0.0,,,5.0,0.0,6.0,,,0.0,0.0,,0.0,0.0,,,,,1.0,,1.0,,5.0,1.0,,,0.0,,,,,,5.0,,,0.0,,,,,0.0,5.0,1.0,,0.0,0.0,,,1.0,,0.0,0.0,,,0.0,0.0,,,,,,,,5.0,,,,5.0,1.0,5.0,1.0,,,5.0,122080
,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,4.0,0.0,5.0,0.0,,,,,,4.0,,,3.0,0.0,,,,,,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,5.0,,,,3.0,4.0,,,0.0,,1.0,3.0,,0.0,4.0,,,6.0,170348
,0.0,,2.0,1.0,,,0.0,,,,,,,5.0,0.0,0.0,,,2.0,2.0,,5.0,,2.0,1.0,4.0,2.0,,0.0,,,,,5.0,,6.0,,3.0,,,,,,,,,,3.0,,0.0,2.0,,,,0.0,4.0,0.0,,,,0.0,5.0,,,6.0,,,,0.0,,5.0,,0.0,3.0,1.0,0.0,,,5.0,70533
,,,3.0,0.0,,,5.0,,,2.0,1.0,,,,0.0,0.0,,2.0,5.0,0.0,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,,3.0,4.0,,0.0,1.0,0.0,4.0,0.0,0.0,,6.0,,6.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,3.0,,,,,0.0,1.0,4.0,1.0,,,4.0,159429
,,1.0,,,,,1.0,,,,,,,,,5.0,,,,,,,,,,,0.0,1.0,,,,,,,,,1.0,,2.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,1.0,,,,,,,,243912
