Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,,3.0,,,2.0,,,,2.0,,,,2.0,18.0,,10.0,,,,,,9.0,,,19.0,,1.0,,,,,,2.0,,,,,,,,1.0,,,1.0,1.0,,,14.0,4.0,,,,1.0,,11.0,,,,3.0,,,,8.0,,,,,2.0,,,2.0,,,1.0,,,,131941
,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,13.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,317886
,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232949
,,2.0,23.0,5.0,6.0,,15.0,,,2.0,,,,,15.0,21.0,,,,,,,,,,,6.0,,6.0,,,,,,,,,,5.0,,,,2.0,1.0,,3.0,,4.0,,1.0,13.0,1.0,,,4.0,12.0,21.0,,,14.0,,,,3.0,2.0,,,,1.0,,,,3.0,,,6.0,,,7.0,136521
,,10.0,11.0,16.0,,,19.0,,,,1.0,5.0,3.0,,15.0,27.0,,,,,,,,1.0,2.0,,2.0,,8.0,,,,,,,,,4.0,1.0,,14.0,,1.0,1.0,,5.0,3.0,1.0,1.0,1.0,3.0,4.0,,,10.0,5.0,14.0,,,5.0,,,,,8.0,,,,1.0,,,,16.0,,3.0,2.0,,,3.0,90960
,,,3.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,2.0,,,,,,,3.0,,,,,1.0,,,,,,,,2.0,,,3.0,,,2.0,302816
,,3.0,9.0,,,,2.0,,,1.0,,6.0,,,3.0,13.0,,,,,,,,,,,1.0,,6.0,,,,,,,,,,,,,,2.0,,,5.0,2.0,,,,4.0,,4.0,,10.0,,7.0,,,8.0,,1.0,,,,,,,1.0,,,,6.0,,4.0,3.0,,,,129475
,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,3.0,,,,,,,,,,,223286
,,,2.0,3.0,,,1.0,,,,1.0,,,,1.0,4.0,,,,,,,,1.0,2.0,1.0,11.0,,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,,,2.0,,,,,,5.0,,,,,,,1.0,,,,,,,,,1.0,310293
,,,3.0,6.0,,16.0,4.0,,,,,,1.0,,2.0,1.0,,,,,,,,,4.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,5.0,,15.0,,,,1.0,1.0,,,,47417
,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,230306
,,,6.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,3.0,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,1.0,,,,,,,,4.0,,,2.0,,,3.0,305033
,,,5.0,6.0,1.0,,3.0,,,,,,,,6.0,11.0,,,1.0,,,,,1.0,6.0,,,,7.0,1.0,,,,,1.0,,,6.0,,,,,1.0,,,1.0,,2.0,,,2.0,,,1.0,7.0,1.0,32.0,2.0,,,1.0,,,1.0,,,,,1.0,,,,3.0,,,,,,,118334
,,,32.0,5.0,,,7.0,,,,,,,,6.0,25.0,,,,,,,,,,,2.0,,15.0,,,,,,6.0,,2.0,2.0,,,,,,,,17.0,1.0,1.0,,,17.0,,2.0,2.0,30.0,7.0,11.0,,1.0,,9.0,,,,2.0,,,,1.0,,,1.0,2.0,,3.0,2.0,,,1.0,16274
,,,,40.0,,,1.0,,,,,,,,4.0,13.0,,,,,,,,,,,,,16.0,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,5.0,3.0,,,,,,53.0,,,,,,,,,,,,,,,,10.0,,,1.0,,,,307662
,,,,5.0,,,1.0,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,1.0,1.0,,,17.0,,1.0,,,,,,,,,,,,,,5.0,,2.0,,,,,43878
,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,270443
,,,16.0,23.0,,,16.0,,,1.0,,,,,8.0,11.0,,,,8.0,,9.0,,1.0,14.0,,4.0,,10.0,,,,1.0,,,1.0,,,,,1.0,,,,,2.0,,,,11.0,6.0,,,4.0,,1.0,24.0,31.0,,5.0,1.0,4.0,,2.0,,,,,,,,,3.0,,1.0,,,,,296297
,,,5.0,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,309838
,,,1.0,2.0,,1.0,,,,,5.0,1.0,,,,1.0,,,,1.0,,,,,2.0,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,2.0,,,,,10.0,,,,,,4.0,,,,3.0,1.0,,,,,,,,,,,,,1.0,,,,,274061
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27306
,,,1.0,3.0,,,10.0,,,,,,,,2.0,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,1.0,,6.0,1.0,,,,,,,,,,4.0,,,,4.0,,32.0,3.0,,3.0,,,,,1.0,,,,,3.0,,,3.0,,7.0,,,,,111198
2.0,,1.0,4.0,13.0,,9.0,10.0,,,1.0,1.0,,,,23.0,44.0,,9.0,,2.0,,,1.0,2.0,21.0,,,,21.0,,,,,,2.0,,3.0,2.0,1.0,,,,,,,6.0,1.0,2.0,,1.0,13.0,7.0,,1.0,11.0,5.0,47.0,,,,8.0,,,,,,,,5.0,,,9.0,33.0,,2.0,2.0,,,,242482
,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199836
,5.0,4.0,18.0,4.0,1.0,2.0,13.0,,,2.0,1.0,,,,14.0,29.0,1.0,,3.0,3.0,1.0,11.0,,1.0,20.0,1.0,3.0,,13.0,,,,,,,,,,,,,,1.0,14.0,,3.0,1.0,11.0,,1.0,6.0,,,2.0,2.0,,22.0,,1.0,,3.0,1.0,,,,,3.0,,14.0,4.0,,,24.0,,3.0,4.0,3.0,,3.0,219931
,,,3.0,2.0,,,3.0,,,,,,,,9.0,21.0,,,,,,,,,2.0,,5.0,,21.0,1.0,,,,,,,,,,,,,2.0,1.0,,2.0,2.0,1.0,,1.0,3.0,,,,,4.0,2.0,,,,2.0,,,,,,,,1.0,,2.0,,10.0,,1.0,15.0,,,,280504
10.0,,5.0,20.0,13.0,1.0,,29.0,,,,14.0,,1.0,,15.0,23.0,,,1.0,,,,,6.0,4.0,1.0,4.0,,10.0,,,2.0,17.0,1.0,,1.0,,2.0,,,,,2.0,1.0,,2.0,,4.0,2.0,1.0,11.0,,1.0,12.0,4.0,3.0,64.0,1.0,,6.0,3.0,1.0,,1.0,,5.0,,,2.0,,1.0,,5.0,3.0,5.0,2.0,1.0,5.0,3.0,252534
,,,,,,,,,,,,,,,,1.0,,3.0,,,,,1.0,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,213377
,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84804
,,,,6.0,,,4.0,,,,,,,,4.0,29.0,1.0,3.0,,,,,,,,,,,,,,,,,7.0,,,1.0,,,,,,,,2.0,1.0,,,2.0,8.0,,,,,,5.0,,,,4.0,,,,,,,,,,1.0,,3.0,,2.0,2.0,,,,8995
,,3.0,14.0,1.0,,,9.0,,,,1.0,,,,2.0,10.0,,,,,,,,,17.0,1.0,20.0,,,,3.0,,,,,1.0,,,,,,,,,,,,,,6.0,6.0,,4.0,1.0,,,7.0,,,,18.0,,,,,,,,,,,,,,,1.0,,,,11480
3.0,,,1.0,10.0,,2.0,5.0,18.0,,1.0,,,,,8.0,35.0,1.0,2.0,,,,,,,,,11.0,,6.0,,,,,,,,,4.0,,,,,1.0,,,2.0,5.0,,1.0,2.0,9.0,,,,10.0,,9.0,,,7.0,1.0,1.0,,,,4.0,1.0,,4.0,4.0,,,16.0,,,1.0,,2.0,3.0,106719
,13.0,,6.0,12.0,,,11.0,,,,,,,,10.0,75.0,,6.0,,,,,,3.0,,1.0,3.0,,8.0,,,,,,,1.0,1.0,,,1.0,3.0,,,,,10.0,1.0,,,3.0,12.0,,,,24.0,5.0,62.0,,,,,2.0,,,,,,,,,,,9.0,1.0,1.0,3.0,,,,313320
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20046
,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,55655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297259
,,,,,,,1.0,,,,1.0,,,,,19.0,,,1.0,3.0,,,,,,,4.0,,32.0,7.0,,,,,,,,,,,1.0,,3.0,,,3.0,,1.0,,13.0,12.0,,,,,,6.0,,,7.0,,,,,1.0,,,,,,,,1.0,,3.0,2.0,,,,284602
1.0,,8.0,29.0,7.0,,5.0,28.0,,,,,,,,26.0,29.0,,,,,,,,5.0,11.0,,5.0,,2.0,,,,,,,,,,,,,,1.0,,,3.0,2.0,,,,10.0,,1.0,7.0,,5.0,22.0,,,,4.0,,,,,,,,,,,,18.0,,5.0,1.0,,,,286703
,3.0,,12.0,12.0,,6.0,6.0,,,,,,2.0,,7.0,22.0,1.0,3.0,,,,,,1.0,11.0,,3.0,2.0,2.0,,,,,,2.0,,,,,,,,,1.0,,2.0,2.0,,,1.0,10.0,,4.0,,,2.0,13.0,3.0,7.0,,3.0,,,,,3.0,,,,3.0,,,3.0,,2.0,5.0,,,,11596
,,,16.0,5.0,,,6.0,,,,,,,,,4.0,1.0,,,2.0,,,,1.0,8.0,1.0,1.0,,7.0,,,,,,,,,,,,,,1.0,3.0,,2.0,,1.0,,,4.0,,,,2.0,1.0,11.0,,,,,4.0,,1.0,,,,,,,,,,,2.0,,,,,183238
,,,8.0,2.0,,,16.0,1.0,,,,,,,4.0,3.0,,,,,1.0,1.0,,4.0,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,2.0,,3.0,12.0,,1.0,,,,11.0,2.0,,,,6.0,,,,1.0,,,2.0,,,,1.0,,3.0,,,2.0,,180238
,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,4.0,,2.0,,,,,216009
,,,9.0,2.0,,,4.0,,,,,,,,3.0,29.0,,,,,3.0,,,3.0,,2.0,3.0,,4.0,1.0,,,,,,,,6.0,,,1.0,,,,,,,4.0,,,12.0,,,,,1.0,33.0,,2.0,,,,,,,,1.0,,4.0,,9.0,2.0,7.0,8.0,3.0,1.0,,,2.0,179443
,,,2.0,3.0,,,2.0,,,,,,,,,3.0,,,,,,,,,9.0,,1.0,,3.0,5.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273536
,1.0,1.0,,1.0,,,4.0,,,,,,2.0,,8.0,2.0,,2.0,,,2.0,5.0,,,2.0,,2.0,,3.0,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,2.0,4.0,,,,,5.0,27.0,,6.0,,,,,,1.0,1.0,1.0,,,,,,4.0,,2.0,,,,,325055
,,2.0,,,,,6.0,,,,,,,,4.0,8.0,,,,,,,,,,,3.0,,4.0,,,,2.0,,,,,,2.0,,,,1.0,,,,,,,1.0,3.0,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,11.0,2.0,,,,32232
,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,168814
,,,,6.0,,,2.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,5.0,2.0,,,,4.0,,,,,,,,4.0,,,,1.0,,1.0,,,1.0,,160186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142368
,,,22.0,11.0,,3.0,9.0,1.0,,,,,1.0,,15.0,26.0,,,,,,,,19.0,2.0,,9.0,,5.0,,,,,,1.0,,1.0,,2.0,,1.0,,,1.0,,4.0,7.0,,,46.0,,,,,7.0,1.0,16.0,,1.0,8.0,12.0,1.0,,,,5.0,2.0,1.0,4.0,,,,6.0,1.0,11.0,1.0,,1.0,,141664
,,,1.0,3.0,,,3.0,,,,,,1.0,,8.0,11.0,,,,5.0,,1.0,1.0,,,,1.0,,7.0,,,,,,,,,,,,,,,2.0,,2.0,1.0,4.0,,,7.0,,,1.0,7.0,1.0,36.0,,,2.0,,,,,,,,,17.0,6.0,2.0,,7.0,4.0,4.0,,6.0,,,34390
,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,6.0,,2.0,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,119512
,,4.0,1.0,2.0,,,8.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,20.0,,,,,,,,,,,2.0,4.0,,,,,,1.0,,,2.0,,,,,,,2.0,,,1.0,1.0,3.0,,,,,,,,4.0,,,9.0,,,,,,,212008
,,,3.0,8.0,,1.0,4.0,,,1.0,,,,,6.0,24.0,,6.0,,,,,,,2.0,,,,5.0,,,,1.0,,12.0,,1.0,4.0,,,,,,1.0,,1.0,1.0,,,,12.0,,,,1.0,,12.0,2.0,,,5.0,,,,,1.0,,,4.0,,,,5.0,,1.0,3.0,,,,255497
2.0,3.0,,2.0,5.0,1.0,,13.0,,,,,,,,10.0,14.0,,1.0,,12.0,,,,1.0,4.0,,1.0,,7.0,,,1.0,,,1.0,,,,,,,,,1.0,,8.0,,5.0,,,1.0,,1.0,1.0,6.0,6.0,20.0,,,3.0,12.0,,,,,2.0,,,1.0,,,,4.0,2.0,,4.0,,,3.0,106206
,,7.0,2.0,3.0,,,3.0,,,,,,,,11.0,19.0,,,,,,,,,2.0,,13.0,,12.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,3.0,,4.0,,,,6.0,,,,4.0,,,,,,,,,,,,3.0,,,1.0,,,,295532
2.0,1.0,,8.0,3.0,,,4.0,,,,,,,,3.0,19.0,,1.0,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,5.0,2.0,,,2.0,16.0,,,7.0,3.0,,11.0,,,,,1.0,,,,,,,,,,,4.0,,2.0,1.0,,,,107686
3.0,,,,10.0,5.0,,3.0,,,1.0,,,,,4.0,20.0,,,,,,3.0,,,5.0,,3.0,,3.0,1.0,,,,,,,,,,,,1.0,,,,6.0,2.0,,,,7.0,,1.0,,8.0,4.0,20.0,1.0,,,3.0,,,,,1.0,,,2.0,,,,2.0,,,2.0,,,4.0,135657
,,,12.0,26.0,,,9.0,2.0,,,,,,,8.0,19.0,,,3.0,1.0,3.0,2.0,,,5.0,,,,21.0,3.0,1.0,,,5.0,,,,,8.0,,1.0,4.0,,1.0,1.0,6.0,,9.0,,,11.0,,13.0,,2.0,2.0,22.0,,2.0,7.0,6.0,15.0,,,5.0,,,,8.0,,4.0,,21.0,,2.0,1.0,,,2.0,90301
,1.0,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,203379
,,4.0,4.0,3.0,,,,,,,,,,,,3.0,,1.0,2.0,,,,,,4.0,,2.0,,1.0,8.0,1.0,,,1.0,,,,1.0,,,,,,,,,,9.0,,,5.0,,,1.0,,,,,,1.0,,1.0,,,,,,,3.0,2.0,1.0,1.0,3.0,,1.0,,,,,180895
,,,7.0,5.0,,,4.0,,,,1.0,,,,8.0,19.0,,10.0,,,,,,,,,1.0,,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,3.0,,2.0,,,5.0,,,1.0,,1.0,9.0,,,4.0,9.0,,,,1.0,,,,,,,,6.0,,,1.0,,,,286620
,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,7.0,,,,,1.0,,,,,,,,,,1.0,,,,,136906
,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,159094
,,,,14.0,,,6.0,,,,,,6.0,,11.0,29.0,,1.0,,,,,,1.0,4.0,,2.0,,2.0,,,,,,,,,,,9.0,,,,,1.0,5.0,1.0,,,1.0,3.0,,,,,,14.0,,2.0,,1.0,4.0,,,,,,,1.0,,,,17.0,,3.0,3.0,,,,134493
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5936
3.0,,,12.0,27.0,,,43.0,,,1.0,5.0,,1.0,2.0,15.0,49.0,2.0,2.0,,2.0,,,,1.0,8.0,3.0,1.0,,5.0,,,,7.0,,11.0,,,2.0,,,,,,,6.0,3.0,,5.0,,2.0,3.0,,,,42.0,3.0,27.0,11.0,,,6.0,1.0,,,1.0,,,,9.0,,6.0,3.0,32.0,,2.0,,,,1.0,219810
2.0,,,,2.0,,,2.0,,,,,,,,1.0,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,168273
,,1.0,6.0,5.0,,1.0,7.0,,,1.0,,,,,9.0,18.0,1.0,2.0,,4.0,2.0,13.0,,2.0,4.0,,,1.0,13.0,,,,,1.0,9.0,1.0,3.0,2.0,,,,7.0,3.0,10.0,4.0,3.0,1.0,,2.0,,6.0,1.0,2.0,,3.0,1.0,13.0,2.0,,,4.0,9.0,,,2.0,,,,4.0,,,,11.0,,2.0,1.0,,,,311187
,,12.0,7.0,1.0,,1.0,4.0,,,,,,,,2.0,16.0,,,,1.0,,,,,11.0,,,,,,,,,,10.0,,,2.0,,,,,,1.0,,2.0,,7.0,1.0,,11.0,1.0,1.0,1.0,,2.0,16.0,,,4.0,3.0,5.0,,,1.0,,,,3.0,10.0,4.0,,5.0,,4.0,7.0,,,12.0,259619
,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,85704
,,20.0,10.0,17.0,,,15.0,,,,,1.0,,,13.0,30.0,,1.0,,1.0,2.0,,,,12.0,,15.0,,8.0,,,,,3.0,,3.0,,,1.0,1.0,3.0,,,1.0,,2.0,2.0,2.0,,8.0,20.0,1.0,4.0,,1.0,1.0,16.0,,,,1.0,5.0,1.0,1.0,2.0,,,,10.0,,7.0,,3.0,,,,,,,92472
,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,252703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,110263
,,,16.0,1.0,,2.0,4.0,,1.0,,1.0,,,,4.0,14.0,,,1.0,1.0,,,,,,,,,9.0,,,,,,,,,,18.0,9.0,4.0,,,,,,1.0,1.0,,1.0,5.0,,,1.0,,2.0,5.0,,,12.0,1.0,,,,,,,,,1.0,,,19.0,1.0,15.0,2.0,,,2.0,16038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,131893
,,,14.0,3.0,1.0,,14.0,,,,,,,,33.0,24.0,,,,,,,,7.0,,,,,2.0,,,,,,,,,3.0,,,,,,,,,1.0,2.0,,3.0,15.0,,,2.0,,,6.0,,1.0,,1.0,,,3.0,,,,,,,,,1.0,,2.0,8.0,,,,134199
1.0,,,6.0,20.0,,6.0,7.0,,,1.0,2.0,,3.0,,7.0,23.0,,,,1.0,,1.0,,,,,34.0,,11.0,,,,,,,,,,6.0,,,,,1.0,,4.0,,3.0,3.0,,14.0,,,,,2.0,10.0,5.0,,7.0,,,,,,3.0,1.0,,10.0,1.0,5.0,2.0,14.0,2.0,6.0,1.0,,,,328702
4.0,,,6.0,13.0,,10.0,11.0,,,1.0,1.0,,2.0,,3.0,83.0,1.0,,,,,,,,,,5.0,,,1.0,,,,,,,,3.0,,,,,1.0,,,8.0,1.0,,,,9.0,2.0,,,2.0,1.0,19.0,,,,1.0,,,,,4.0,,,1.0,,4.0,,8.0,,4.0,5.0,,,1.0,57545
1.0,,,,1.0,4.0,1.0,5.0,1.0,,,18.0,20.0,,,8.0,20.0,,6.0,2.0,,,,,17.0,3.0,,1.0,,7.0,1.0,,,,,,,,,,,2.0,,,1.0,,1.0,3.0,,,16.0,9.0,,,,2.0,4.0,14.0,1.0,,,7.0,2.0,,,19.0,,,,2.0,1.0,1.0,,9.0,,2.0,,,3.0,1.0,259435
,,,3.0,,1.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,4.0,,1.0,,,,,22039
,,,24.0,1.0,4.0,,2.0,,,,,,,,7.0,18.0,,1.0,,,,,2.0,19.0,,,,,59.0,,,,,,,,,,,,2.0,,,,,3.0,,1.0,,18.0,12.0,,,,,,1.0,,,9.0,1.0,1.0,,,,,,,,,,,,,6.0,3.0,,,,300254
3.0,,,7.0,8.0,,,6.0,,,1.0,,,,,18.0,43.0,2.0,,,,,,,,,,5.0,,3.0,,,,,,,,,,10.0,,,,,,,11.0,,,1.0,1.0,9.0,,1.0,,9.0,,14.0,,,,1.0,,,,,,,,,1.0,,,5.0,,2.0,5.0,,,,96668
,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,227036
,,,1.0,3.0,,,10.0,,,,1.0,,,,7.0,47.0,,,1.0,,1.0,,,,,,5.0,,23.0,,,3.0,,,,,,,,,,,1.0,,,3.0,,,,14.0,11.0,,,,,,2.0,,2.0,,,,,1.0,,,,,,,,,4.0,,,10.0,,,,242376
4.0,3.0,,5.0,4.0,,3.0,3.0,,,1.0,4.0,,,,12.0,3.0,,,,11.0,,3.0,,,,,1.0,,5.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,7.0,1.0,2.0,29.0,2.0,,,7.0,3.0,,,,,,,2.0,,2.0,,7.0,,1.0,,,,1.0,247406
,3.0,,25.0,5.0,,1.0,12.0,1.0,,,,,,,10.0,22.0,,,,,,,,1.0,12.0,,1.0,,10.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,9.0,,1.0,,2.0,5.0,1.0,,1.0,2.0,6.0,37.0,2.0,,,1.0,,4.0,,,,,,,,3.0,,4.0,,5.0,4.0,10.0,5.0,24.0,170683
1.0,,,3.0,1.0,,,2.0,,,,,,,,13.0,11.0,,,,2.0,,,,,,,7.0,,2.0,,,,,,,3.0,,,,,,,,,,,3.0,1.0,1.0,,6.0,,,1.0,,1.0,4.0,,,,,,,,,1.0,,,,,,,4.0,,1.0,3.0,,,,184001
,3.0,,,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,1.0,,,,6.0,,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,41527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,322422
,,,1.0,2.0,,,2.0,,,,2.0,,,,5.0,11.0,,,,,,,,,6.0,,,,1.0,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,5.0,,,,,,5.0,,,3.0,,,,,7.0,1.0,,,2.0,,,,5.0,,8.0,5.0,3.0,,,136260
,,,,,,2.0,,,,,2.0,,,,4.0,2.0,,19.0,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,43524
