Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,5.0,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,5.0,5.0,,,,,,,,,,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,153895
,,,0.0,1.0,,,0.0,,,,,,3.0,,,1.0,,,,,0.0,,,,0.0,,1.0,,0.0,,,5.0,,,,,,,0.0,4.0,0.0,,,,,0.0,,,,4.0,1.0,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,3.0,6.0,,,,213907
,,,,1.0,,,2.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,0.0,3.0,3.0,,3.0,,,,,2.0,,,,,,1.0,,,,1.0,,,,6.0,,,,,,,,1.0,,2.0,6.0,,,,314835
,,,1.0,1.0,,5.0,1.0,,,,,,,,1.0,1.0,,1.0,,,4.0,,,,,,0.0,1.0,1.0,,,,3.0,3.0,,,6.0,5.0,,,,,1.0,,,,1.0,,,5.0,1.0,,,,6.0,5.0,1.0,,,,6.0,,,,,,,,5.0,,0.0,5.0,1.0,,1.0,5.0,,,,38959
,1.0,2.0,0.0,2.0,,,0.0,,,,2.0,,,,0.0,0.0,,2.0,,,,3.0,,,0.0,5.0,0.0,,2.0,,,,0.0,,6.0,,,4.0,,,,,,2.0,,6.0,1.0,,,1.0,0.0,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,,1.0,,,,,2.0,,,1.0,,,,2.0,4.0,0.0,3.0,,,5.0,231474
,,,0.0,1.0,,1.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,0.0,,1.0,,2.0,,,,2.0,,2.0,,,2.0,,,,,,,,,,,1.0,2.0,2.0,,,,,2.0,1.0,2.0,,2.0,,1.0,,2.0,1.0,,,,,,,,2.0,,2.0,,,,,319984
,,,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,,,,328492
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,18279
0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,,,2.0,,,,,,,0.0,2.0,2.0,0.0,,,,,,,,,4.0,,,,,0.0,0.0,3.0,0.0,0.0,,,,1.0,,1.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,3.0,,1.0,2.0,,,2.0,,,6.0,0.0,,1.0,3.0,,,1.0,18853
,3.0,,2.0,1.0,,2.0,1.0,3.0,,3.0,6.0,,,4.0,2.0,0.0,4.0,0.0,,,,,,,,,3.0,,2.0,,,,,,2.0,,,6.0,,,4.0,,5.0,2.0,,2.0,2.0,,,4.0,0.0,,3.0,,,,1.0,,2.0,,4.0,,,,,0.0,,,,,,,2.0,,2.0,2.0,,,,75213
,,,1.0,,,,4.0,,5.0,,,0.0,,,4.0,0.0,,4.0,,,,,,4.0,2.0,,5.0,,4.0,4.0,,0.0,,2.0,,,,,,,,,,,,,4.0,,0.0,,,,,,,,1.0,,,3.0,,,,,,,,,0.0,,,2.0,,,1.0,,,,3.0,39621
,,1.0,3.0,4.0,,6.0,3.0,,,,6.0,5.0,,,4.0,0.0,,,,,,,,,1.0,,,,5.0,,,1.0,,,,,,0.0,,,,0.0,,5.0,,0.0,4.0,2.0,,,4.0,,,,,3.0,4.0,,5.0,,4.0,,4.0,,6.0,,,,6.0,,,,3.0,,0.0,6.0,,,,152772
3.0,,,0.0,0.0,,5.0,2.0,,,,,,,,1.0,0.0,,,,5.0,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,5.0,,0.0,,,2.0,,4.0,,,,,5.0,2.0,3.0,,0.0,1.0,1.0,4.0,,,,,,3.0,,,,3.0,,1.0,1.0,,,2.0,257707
,6.0,,2.0,6.0,,,,,,,,,,,,3.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,2.0,,,,,6.0,,,,3.0,6.0,,,,,2.0,0.0,,,,5.0,,,,,,,,6.0,0.0,,,,,,,,,,170792
,,,,,3.0,,3.0,,,,,6.0,,,3.0,3.0,,,,,,,,,0.0,,5.0,,5.0,,,,,,,,,3.0,3.0,,,,,,,3.0,3.0,,,,3.0,,,3.0,,,3.0,,,,,,3.0,,,,,,,,,,3.0,5.0,3.0,3.0,,,,246715
,3.0,,,4.0,,4.0,2.0,,0.0,,,,,,4.0,0.0,,,,,,,,,0.0,,,,4.0,,,,,,,,,,,,3.0,,,,4.0,6.0,3.0,,6.0,0.0,3.0,,,,,2.0,0.0,,0.0,,4.0,,,,,,,,4.0,0.0,,,3.0,,,,,,3.0,61353
,4.0,,,,,,0.0,,,,2.0,,,,0.0,2.0,,,2.0,,,,,,2.0,,,,4.0,3.0,,,,,,,,,,,,,,,,0.0,,6.0,,,2.0,,,,,,,,,2.0,,,,,2.0,,,,,4.0,,,0.0,4.0,,0.0,,,0.0,110877
,,,0.0,,,,4.0,,,6.0,,,,,,6.0,,0.0,,,,,,,6.0,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,6.0,0.0,3.0,6.0,,,,,1.0,4.0,,6.0,0.0,6.0,,2.0,,6.0,6.0,,,,,,,6.0,,6.0,,,,,167801
3.0,0.0,0.0,0.0,0.0,,3.0,1.0,6.0,,,,,,,1.0,0.0,,,,,,0.0,,,2.0,,5.0,6.0,0.0,,,,5.0,,0.0,1.0,,,,0.0,0.0,,3.0,3.0,,5.0,,,,0.0,0.0,,1.0,1.0,4.0,1.0,0.0,,,3.0,2.0,,0.0,0.0,,1.0,,,,,,,0.0,,5.0,3.0,,,,243029
,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,326514
,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,30286
3.0,,3.0,0.0,0.0,,4.0,0.0,,,,,,,,0.0,0.0,3.0,,3.0,,,,,,6.0,3.0,1.0,,3.0,,,,,,,,,5.0,,,6.0,,,1.0,,3.0,5.0,5.0,,3.0,5.0,,,0.0,3.0,3.0,0.0,,3.0,,0.0,,,,4.0,3.0,,,0.0,,,,0.0,,1.0,3.0,,,3.0,121178
,,,0.0,0.0,,0.0,0.0,,5.0,,,0.0,,,0.0,0.0,3.0,,,,,,,5.0,,5.0,0.0,6.0,0.0,,,,,,0.0,0.0,0.0,1.0,,1.0,1.0,,1.0,3.0,,3.0,1.0,6.0,,5.0,0.0,,,,3.0,0.0,0.0,0.0,6.0,2.0,0.0,,,,2.0,,,2.0,,,6.0,,0.0,,1.0,1.0,,,,229810
0.0,6.0,0.0,0.0,0.0,,4.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,3.0,,1.0,,4.0,2.0,0.0,,,1.0,,2.0,,2.0,,,2.0,,,0.0,3.0,,,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,,1.0,,,,,2.0,,,2.0,,,,0.0,2.0,1.0,2.0,,,4.0,120914
,,,1.0,3.0,,,3.0,,,,,,,0.0,3.0,3.0,,6.0,,3.0,,,,,0.0,,,,,6.0,,,,6.0,1.0,,,0.0,0.0,,,,,,,,,0.0,,,3.0,,,,0.0,,0.0,,,,1.0,,,,,,,,0.0,,,,0.0,3.0,,,,,,193876
,,3.0,0.0,2.0,,,0.0,,,,5.0,6.0,,2.0,0.0,0.0,,,,,,,,2.0,,,,,0.0,3.0,,,,,,,,0.0,2.0,,,,,0.0,0.0,6.0,6.0,,6.0,2.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,307142
,,,4.0,3.0,,,5.0,,,,,,,,5.0,2.0,,5.0,,,,5.0,,,0.0,,5.0,,0.0,,,,,,,,,3.0,,,,,,0.0,,,,,,,3.0,,,,,5.0,5.0,2.0,,,4.0,,,,,,,,,,,,5.0,,,,,,,91489
,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299411
4.0,,6.0,0.0,3.0,,6.0,0.0,,,,,,,,0.0,0.0,4.0,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,4.0,0.0,,0.0,,,,,4.0,,,,0.0,4.0,,4.0,,,4.0,0.0,,,,0.0,,,,0.0,,,,0.0,1.0,,0.0,0.0,,0.0,4.0,,,,148749
,4.0,1.0,0.0,1.0,2.0,,0.0,,,,0.0,,5.0,,0.0,0.0,,2.0,,,,,,,,,1.0,,,,,,,,0.0,,,2.0,,,1.0,,0.0,,,0.0,0.0,2.0,2.0,0.0,2.0,2.0,,,5.0,,0.0,,,,0.0,,,,2.0,,,,,3.0,,,0.0,,0.0,0.0,,,,272663
,,5.0,2.0,4.0,,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,2.0,,,,0.0,5.0,,6.0,5.0,1.0,1.0,,,,,,0.0,,,0.0,0.0,,,,,,,,1.0,,,0.0,0.0,,3.0,2.0,,,1.0,1928
1.0,,0.0,1.0,1.0,,,0.0,,,0.0,5.0,,,,5.0,0.0,,1.0,1.0,,,,2.0,,3.0,0.0,,6.0,2.0,,,,,,,6.0,0.0,6.0,5.0,2.0,2.0,,,,,0.0,1.0,0.0,0.0,2.0,0.0,5.0,,6.0,2.0,6.0,0.0,,2.0,,0.0,,,0.0,0.0,5.0,1.0,,0.0,0.0,,,0.0,,5.0,0.0,,,,113976
,,1.0,,1.0,,,3.0,,,,,,,,3.0,3.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,3.0,,,3.0,,,,,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,4.0,,3.0,3.0,,6.0,,290125
,,,3.0,,,,,,,,6.0,,6.0,,6.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,6.0,,,,,,0.0,,2.0,0.0,,6.0,,,,,,,,,,,,,,,,,3.0,11588
,,,2.0,2.0,,5.0,2.0,,,,,,,,5.0,1.0,,,,,,,,,1.0,6.0,5.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,6.0,1.0,,,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,,5.0,2.0,,,,6.0,,,,,,,,1.0,5.0,5.0,,,,6.0,308679
4.0,5.0,4.0,0.0,1.0,,2.0,0.0,5.0,,,4.0,2.0,,,1.0,1.0,,6.0,,5.0,,0.0,,,1.0,4.0,4.0,1.0,0.0,,,,1.0,,,5.0,,,,,4.0,,1.0,,,0.0,1.0,,5.0,,1.0,,,0.0,4.0,5.0,1.0,,6.0,6.0,1.0,4.0,,,,4.0,,,2.0,,,,1.0,,0.0,0.0,,,,63960
,,,1.0,4.0,,,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,1.0,,,,,,,,,1.0,,,,,,,6.0,6.0,0.0,2.0,,,1.0,,,,,0.0,0.0,0.0,,,2.0,,,1.0,,,,,,0.0,,,1.0,0.0,6.0,,0.0,,,72749
,,,3.0,0.0,,1.0,0.0,,,,,,,,0.0,0.0,,,,1.0,,,,4.0,0.0,1.0,4.0,,0.0,,,,,,,,,0.0,,,,,2.0,,,2.0,0.0,0.0,,3.0,0.0,,0.0,5.0,,0.0,0.0,0.0,,0.0,1.0,,,1.0,,2.0,,,1.0,,,,0.0,,2.0,2.0,1.0,0.0,,4684
,,,2.0,0.0,,2.0,1.0,3.0,1.0,,,,,1.0,0.0,0.0,,0.0,,3.0,,2.0,,,,,1.0,,0.0,,,1.0,3.0,1.0,,,,1.0,,,6.0,,,,,2.0,,1.0,,,0.0,,0.0,,,5.0,0.0,,,,0.0,5.0,,,2.0,2.0,,,0.0,3.0,,4.0,0.0,2.0,0.0,0.0,3.0,,0.0,148956
,,5.0,6.0,5.0,,,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,5.0,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,167425
,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,251814
,,4.0,0.0,0.0,,,2.0,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,3.0,,,,4.0,,,0.0,,,,,3.0,3.0,,,,3.0,,,,3.0,,0.0,,,,,,,1.0,4.0,,,,0.0,3.0,,,0.0,,,3.0,0.0,,,58679
,,,,1.0,,,1.0,,,2.0,,,,,0.0,0.0,,,,,,,,,,0.0,,,0.0,1.0,,,,,,,,,0.0,,,,,,,0.0,6.0,,,1.0,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,6.0,,0.0,0.0,,,,266411
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,6.0,,,6.0,,,,,,,311861
,,,0.0,3.0,,1.0,3.0,,,,3.0,0.0,,,3.0,0.0,,,,,,5.0,,,,,0.0,,,,,,,,3.0,,,0.0,0.0,,,,,5.0,,,3.0,0.0,,5.0,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,3.0,,,3.0,,,4.0,237666
,,4.0,2.0,4.0,,,0.0,,,,6.0,,,,0.0,1.0,,6.0,,2.0,,,,0.0,,,2.0,,0.0,,,,,,,,,,,,1.0,,,,,1.0,,0.0,4.0,,1.0,,4.0,1.0,,1.0,0.0,,,,1.0,6.0,,,1.0,1.0,,,,,2.0,,0.0,,,1.0,,,2.0,66484
2.0,5.0,5.0,0.0,2.0,,0.0,0.0,,,,5.0,6.0,,3.0,0.0,0.0,5.0,2.0,,,,,,5.0,,,0.0,,4.0,,,,3.0,0.0,,,,,,,,,4.0,5.0,0.0,3.0,4.0,3.0,5.0,,2.0,,,0.0,0.0,0.0,2.0,2.0,6.0,,0.0,,,,0.0,6.0,,,5.0,,0.0,2.0,0.0,3.0,0.0,0.0,,,0.0,209022
,0.0,,5.0,4.0,,,6.0,,,,4.0,,4.0,,3.0,0.0,,,5.0,,,,,0.0,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,2.0,4.0,5.0,,0.0,3.0,,,,,3.0,3.0,5.0,,,,,,,,,,,5.0,6.0,5.0,4.0,0.0,,,3.0,1.0,,1.0,81179
,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,202623
,5.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,0.0,5.0,,,0.0,,2.0,,0.0,0.0,,3.0,,0.0,,,,0.0,,2.0,,,3.0,,,,,,,,0.0,,1.0,,5.0,0.0,,,,2.0,0.0,0.0,,,,0.0,,0.0,,,1.0,,,0.0,,0.0,,1.0,,0.0,5.0,,,3.0,55927
,,0.0,,4.0,,,4.0,,,4.0,,,,,4.0,0.0,,,,,,,,,4.0,,3.0,,,4.0,5.0,4.0,5.0,,,,4.0,,,,0.0,,,,,,,4.0,,,4.0,,,,,,0.0,,,,,,,,,,,,3.0,,,,4.0,,,,,,,169151
,,,1.0,1.0,,2.0,5.0,,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,0.0,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,2.0,327520
,,,1.0,1.0,,6.0,,,,,4.0,,,,5.0,5.0,,,,,,,5.0,,,,4.0,4.0,0.0,6.0,,,,6.0,,,,,,,1.0,,,,,,,,,0.0,5.0,,,,,,0.0,,,,6.0,,,,,,,,,,4.0,,1.0,,,5.0,,,,231123
,,,2.0,2.0,,,2.0,5.0,,,,,,,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,6.0,,,,,,2.0,,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,2.0,,,2.0,,,,269770
,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,,,,4.0,,,,,,,,0.0,,,,0.0,,,122542
4.0,4.0,,0.0,3.0,,,2.0,,,,,,,,0.0,2.0,,,,,,,,0.0,2.0,,2.0,5.0,5.0,,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,,2.0,,0.0,0.0,,,4.0,5.0,0.0,6.0,,,,,,,,,4.0,,4.0,4.0,,,,266699
0.0,,2.0,0.0,0.0,6.0,2.0,0.0,,,,5.0,2.0,,,0.0,0.0,,4.0,,,,,,,0.0,4.0,3.0,,0.0,3.0,,,,,,,,,,,0.0,,,,,4.0,0.0,3.0,,2.0,0.0,2.0,,,5.0,6.0,0.0,0.0,,,0.0,4.0,,,,5.0,5.0,,,,,2.0,2.0,,0.0,4.0,,,,274298
0.0,4.0,4.0,0.0,0.0,,,0.0,,,3.0,0.0,,,,0.0,0.0,3.0,6.0,,,,,,3.0,1.0,,0.0,,0.0,,,,,,,3.0,,,,,5.0,,,,,0.0,3.0,6.0,,0.0,0.0,,,0.0,4.0,4.0,0.0,,,,3.0,,,,,,,0.0,,,,,0.0,,4.0,3.0,,,,111699
,0.0,,,,,,,,,,,,,,,3.0,,1.0,,,,,5.0,2.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,322838
,,,2.0,3.0,2.0,,1.0,,,,,,,,3.0,3.0,,2.0,,,,,,,,,,,0.0,,,,,,,,,3.0,0.0,2.0,2.0,,,,,6.0,,,,6.0,1.0,,,,,,3.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,3.0,116076
2.0,5.0,,4.0,0.0,,,2.0,,,,5.0,,,,2.0,2.0,4.0,,5.0,,,,5.0,2.0,,,0.0,,0.0,,,,4.0,,,,,0.0,,,,,,4.0,,2.0,5.0,,5.0,2.0,0.0,,,,4.0,4.0,0.0,,2.0,6.0,2.0,,,5.0,5.0,,,,2.0,,2.0,,2.0,,6.0,,5.0,,4.0,205809
,1.0,,2.0,1.0,,,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,1.0,2.0,,0.0,,,,,,,,,,0.0,,,,,2.0,,0.0,,,,0.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,,,1.0,,1.0,,,2.0,,,,1.0,0.0,0.0,,,,,298883
,,4.0,0.0,0.0,,,1.0,5.0,,,,5.0,2.0,6.0,0.0,0.0,1.0,0.0,,2.0,,,,,,,,,2.0,,,,,,,,,0.0,2.0,,,,,,0.0,0.0,,,,,0.0,,,1.0,0.0,2.0,0.0,,,,1.0,,,,,1.0,,,4.0,,,,0.0,,0.0,1.0,,,0.0,234619
,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,89267
,,,0.0,2.0,,0.0,0.0,,,,2.0,,,0.0,0.0,2.0,,1.0,0.0,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,,,4.0,4.0,5.0,1.0,,,,1.0,,2.0,2.0,1.0,,,,,,,,0.0,,,2.0,,,,5447
,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,141930
5.0,5.0,,6.0,,,,6.0,,,,,,,,,5.0,,,,,,,,,4.0,,5.0,,5.0,,,,,,,,,,5.0,,,,,,,6.0,,,,,5.0,,,,,5.0,5.0,,,,,,,5.0,5.0,,6.0,,6.0,,,,,,,,,,,129919
,,,,,,,0.0,,6.0,,,3.0,,,0.0,0.0,,,,,,,,,,,0.0,,6.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,0.0,,0.0,,,0.0,0.0,,,,0.0,3.0,,,,,,,,,,,0.0,,,,,,,80518
,6.0,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,,,5.0,,,,,,,,,1.0,,,,,,,5.0,6.0,,,3.0,5.0,,,,,,,,,,0.0,,,,,,,,,2.0,,,1.0,,,,,,,118675
,,,3.0,0.0,,5.0,1.0,,,,0.0,,,,2.0,0.0,,,,,1.0,,,,5.0,,,,2.0,,2.0,,,,2.0,,,,5.0,,,,3.0,,,2.0,3.0,5.0,,5.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,3.0,5.0,,,2.0,,,0.0,,,,133805
,,,3.0,,3.0,,0.0,,,,,,,,0.0,0.0,,,,4.0,,,,3.0,4.0,,3.0,,0.0,,,,,,,,,4.0,0.0,,,,4.0,4.0,,,0.0,,,0.0,0.0,,,6.0,,,3.0,,,,,,,,,,,3.0,3.0,,,,3.0,,,0.0,,,,65719
,,,,1.0,3.0,,1.0,,,,1.0,,,,1.0,0.0,2.0,3.0,,,,,3.0,,,,0.0,,1.0,,,,4.0,,,,,3.0,,,,,,,2.0,6.0,,,,,2.0,,,1.0,,4.0,1.0,,1.0,,1.0,1.0,,1.0,,,,3.0,6.0,,,,1.0,,1.0,1.0,,,,193315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147676
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107102
,4.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,,,,1.0,,,1.0,6.0,,,,,,,1.0,4.0,,,1.0,4.0,,,,,,1.0,,,,1.0,,4.0,4.0,1.0,,,,,,,,1.0,,4.0,1.0,,,,31183
,,,5.0,6.0,,,,,,,,,,,,4.0,,,,4.0,,,,,3.0,,,,6.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.0,,0.0,,,,4.0,,,,,,,,0.0,,6.0,,5.0,,,,,,,79808
,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103311
3.0,,,,1.0,,,1.0,,,3.0,,,,,0.0,0.0,3.0,,,,,,,4.0,,,2.0,0.0,0.0,,,0.0,,,,,,3.0,,,0.0,,4.0,0.0,,3.0,,,,4.0,0.0,,,,,3.0,0.0,,,,0.0,,,,,,0.0,,2.0,,,,0.0,,0.0,0.0,,,1.0,164177
,,0.0,0.0,3.0,,,2.0,,,,2.0,,,,3.0,2.0,,,,2.0,,,,2.0,2.0,,2.0,,2.0,,,,,,,,,3.0,0.0,,0.0,,,6.0,,4.0,,,,2.0,2.0,,,,,4.0,2.0,,,,,,,,,,,3.0,2.0,,,,2.0,,2.0,2.0,,,0.0,91111
,,,4.0,1.0,,4.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,1.0,,,,,,,,,3.0,0.0,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,1.0,,,,2.0,1.0,,,,0.0,,,3.0,,,,1.0,3.0,1.0,,,,,153194
,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,6.0,,,,,6.0,,,,,0.0,,,,,,0.0,,,6.0,,,,,,5.0,,,,,6.0,,0.0,,,,,,,227549
,,,0.0,,,,0.0,,,,,,,,1.0,4.0,,,,,,,,,0.0,,,,4.0,,,,,,,,,,,0.0,,,,,,2.0,,,,,4.0,,3.0,0.0,,,4.0,,4.0,,,,,,,,,,,,,,4.0,,4.0,,,,,328780
1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,2.0,,,0.0,0.0,,,3.0,3.0,3.0,,,0.0,,1.0,0.0,,2.0,0.0,,,1.0,,,,,1.0,,0.0,4.0,,1.0,,,2.0,0.0,4.0,,,0.0,,,2.0,0.0,0.0,0.0,,,,0.0,,,,2.0,,,,2.0,,,4.0,0.0,,4.0,0.0,,,,24568
0.0,,,1.0,0.0,6.0,1.0,0.0,,,,0.0,,,5.0,0.0,0.0,,6.0,,,,,,,,,4.0,1.0,3.0,,2.0,,,0.0,,,,0.0,,,,,,6.0,1.0,5.0,,,,1.0,0.0,,,2.0,0.0,0.0,0.0,2.0,,,3.0,6.0,,,1.0,,,0.0,1.0,,,,0.0,,0.0,1.0,,,5.0,77052
