uid,age_bucket,unknown_label
139543,na,1
151467,45-54,0
248164,45-54,0
253211,25-34,1
290891,na,0
267790,25-34,0
293108,25-34,0
134073,25-34,0
219026,25-34,0
221289,25-34,1
171971,na,1
260878,25-34,0
326978,35-44,1
291824,25-34,1
15112,na,1
169545,65-74,1
287445,na,0
172630,55-64,1
322963,25-34,0
97282,65-74,0
171880,25-34,1
305889,na,0
320470,na,0
251850,25-34,1
259089,na,0
275213,55-64,0
210503,na,1
322873,25-34,0
181344,na,1
325123,25-34,1
44096,35-44,0
48267,55-64,1
290522,25-34,0
9170,25-34,0
300955,35-44,0
209647,35-44,0
319757,na,0
37786,35-44,0
213991,45-54,0
122993,35-44,0
39943,25-34,1
317878,45-54,0
143790,45-54,1
19177,35-44,0
57334,25-34,0
312760,25-34,1
22745,45-54,0
45235,55-64,1
270307,na,0
270234,na,1
293691,25-34,1
308851,25-34,0
29211,55-64,0
333010,na,0
246041,45-54,0
146305,25-34,0
33821,na,0
195557,25-34,0
180527,35-44,0
313746,na,1
92891,25-34,0
27303,25-34,0
165102,55-64,1
30055,45-54,0
53193,75-84,1
167356,55-64,0
203476,35-44,1
122477,na,1
35575,45-54,0
70063,35-44,1
210136,na,0
150747,45-54,0
183782,75-84,0
300726,55-64,0
211537,18-24,1
160653,na,1
34430,45-54,1
301272,35-44,0
335664,55-64,0
243637,25-34,0
134376,na,1
230246,25-34,1
223842,35-44,0
69554,55-64,0
123346,35-44,1
33051,45-54,0
207308,35-44,1
279482,25-34,1
163016,25-34,1
68775,35-44,1
59158,25-34,0
287826,45-54,1
236023,25-34,0
3330,65-74,1
266249,45-54,0
156746,65-74,1
167434,25-34,0
97973,na,0
75076,35-44,1
250884,na,1
214755,65-74,0
94220,45-54,0
224255,35-44,1
300190,65-74,1
154979,25-34,0
109780,35-44,1
100892,65-74,0
75016,65-74,1
205085,45-54,1
40278,65-74,1
101711,55-64,0
25276,75-84,1
285800,25-34,1
146337,35-44,1
143513,na,0
106412,na,1
254642,55-64,0
112838,35-44,0
104317,55-64,1
212589,18-24,0
269770,na,0
109442,45-54,0
81878,18-24,1
301380,18-24,0
114946,35-44,0
108428,25-34,1
259526,35-44,1
288795,18-24,0
104502,35-44,1
4774,45-54,1
30410,35-44,1
14654,25-34,0
150711,18-24,0
207885,45-54,0
11459,65-74,0
228555,65-74,1
250625,45-54,1
179409,45-54,0
188809,85+,0
265350,25-34,0
172850,35-44,1
281160,25-34,0
334141,18-24,1
239250,75-84,0
272588,35-44,0
224797,na,0
256805,na,0
287126,35-44,0
28668,65-74,1
117018,45-54,0
82386,65-74,1
299689,na,1
134493,18-24,0
151529,55-64,1
253524,65-74,0
271819,na,1
111895,na,1
46058,55-64,1
52,25-34,0
296757,na,0
177368,na,0
331909,na,0
260472,65-74,0
160054,55-64,0
45864,55-64,0
300758,35-44,0
306626,45-54,0
197660,na,0
82265,25-34,1
45273,25-34,0
308769,45-54,0
321426,35-44,0
316647,25-34,1
123545,55-64,0
200581,na,0
246359,25-34,0
225311,na,0
20829,25-34,0
30112,na,1
44267,45-54,0
240968,25-34,0
159095,45-54,0
107672,35-44,1
264593,45-54,0
12795,18-24,0
266760,25-34,0
337249,25-34,0
294680,45-54,1
20307,18-24,0
26819,18-24,0
280695,na,0
245739,65-74,0
9031,55-64,0
183238,45-54,0
91590,45-54,0
313042,na,0
135853,25-34,1
254812,18-24,0
272344,18-24,1
28470,75-84,1
99920,25-34,1
161119,35-44,0
231620,55-64,0
259547,25-34,0
184039,45-54,0
263326,18-24,0
55394,25-34,0
253697,55-64,0
124698,18-24,1
2535,45-54,0
231730,55-64,0
304182,55-64,1
100253,25-34,0
96171,35-44,1
119703,25-34,0
18388,45-54,1
65222,35-44,0
167927,na,1
60029,18-24,1
340388,na,0
209486,18-24,1
246996,45-54,0
61353,35-44,1
129219,na,0
239021,18-24,0
166449,18-24,0
227968,25-34,0
240620,25-34,1
234671,na,0
17325,35-44,1
44456,45-54,0
165162,35-44,0
272050,25-34,1
270443,45-54,0
8562,25-34,1
260913,35-44,0
284169,45-54,0
73283,na,0
110614,35-44,1
225577,na,1
110287,45-54,0
121406,35-44,1
270913,45-54,0
120524,25-34,0
1950,35-44,0
50511,45-54,0
158608,na,1
157380,45-54,0
123049,65-74,0
259345,55-64,1
139139,25-34,1
46569,25-34,1
252413,25-34,1
209893,55-64,0
232360,na,0
154461,55-64,1
129954,35-44,0
71712,25-34,1
6726,25-34,1
9661,55-64,0
163744,45-54,0
101651,65-74,1
57683,35-44,0
112377,45-54,0
293078,25-34,0
299423,35-44,1
275589,25-34,0
84721,na,1
251164,na,0
293473,55-64,0
186678,na,1
130686,65-74,1
142369,na,1
339634,55-64,0
308092,35-44,1
291540,35-44,0
124068,na,1
146648,45-54,0
197280,75-84,1
140468,25-34,0
106734,na,0
326843,18-24,0
111860,65-74,0
195080,35-44,1
74264,35-44,0
130935,35-44,1
80097,45-54,0
10580,25-34,1
2564,35-44,0
239288,35-44,0
307968,55-64,1
229590,na,1
19470,na,0
4081,na,0
302112,25-34,0
79634,55-64,1
261809,na,1
4655,45-54,0
213764,35-44,0
71601,55-64,1
329431,35-44,0
292562,25-34,0
304004,35-44,1
133554,45-54,1
124457,25-34,1
64797,45-54,0
116599,35-44,0
102190,35-44,0
200627,45-54,0
288609,25-34,1
263982,65-74,0
118305,35-44,0
247577,55-64,0
13336,na,1
101173,55-64,0
108102,35-44,0
199836,na,0
334724,18-24,1
11932,35-44,0
261377,25-34,0
53187,na,1
161409,25-34,1
161408,75-84,0
22822,65-74,0
278796,55-64,0
4957,45-54,0
15452,35-44,0
332347,na,1
119700,45-54,0
122514,75-84,1
280853,25-34,1
26174,na,0
50736,na,1
96698,65-74,1
120840,55-64,0
307383,35-44,0
280993,na,0
182446,35-44,0
161295,25-34,0
67850,55-64,1
305781,na,0
77397,45-54,1
165744,25-34,0
39116,18-24,1
188772,35-44,0
236423,35-44,0
148866,55-64,1
92427,55-64,0
217566,25-34,0
103311,na,0
92232,na,1
258602,18-24,1
126117,45-54,1
275580,35-44,0
227824,35-44,1
65556,18-24,1
3827,35-44,0
63125,na,0
14001,35-44,0
120188,25-34,0
290415,45-54,0
204915,45-54,1
244710,25-34,1
64528,45-54,1
336921,na,0
52554,45-54,0
101222,25-34,1
298941,na,0
214561,25-34,0
107251,45-54,0
109480,25-34,1
285067,25-34,0
180780,55-64,0
181651,25-34,1
228959,55-64,0
29784,25-34,0
89187,55-64,1
171660,35-44,0
299510,55-64,0
267012,35-44,0
140939,65-74,0
14153,65-74,0
186518,na,1
86041,25-34,0
47049,75-84,1
193496,25-34,1
164499,35-44,0
219463,35-44,0
107650,45-54,0
333046,25-34,0
265087,na,0
255703,25-34,1
238596,35-44,0
253838,18-24,0
300427,55-64,0
314454,45-54,0
275222,25-34,0
82237,35-44,1
9424,25-34,0
247560,55-64,1
203214,na,0
199381,na,1
185637,25-34,0
78422,35-44,1
305179,25-34,0
188325,45-54,0
97311,18-24,1
223671,25-34,0
296325,45-54,0
149253,65-74,1
121673,45-54,0
165658,na,0
45606,na,0
105029,na,0
114697,55-64,0
286173,45-54,0
64507,25-34,1
172546,na,0
216689,na,0
222312,25-34,1
90993,na,0
128248,18-24,1
317934,45-54,0
109540,35-44,0
34390,na,0
213545,na,0
31674,45-54,0
227048,25-34,1
188608,35-44,1
186152,45-54,1
150443,25-34,1
170073,na,1
330921,na,0
112173,na,0
188665,45-54,0
305350,55-64,1
70773,25-34,1
113638,35-44,0
188021,35-44,1
13168,25-34,1
297696,25-34,1
261032,45-54,1
295539,na,0
33819,65-74,1
291327,na,0
289401,35-44,0
290947,18-24,0
298724,35-44,0
131813,na,0
122353,25-34,0
13650,35-44,0
117057,na,0
195733,45-54,0
242218,65-74,0
8789,25-34,0
173763,na,0
274121,65-74,0
301774,25-34,1
232026,45-54,0
160786,na,1
3629,65-74,0
85531,na,0
333120,35-44,0
207281,18-24,0
116638,65-74,0
221865,65-74,1
99397,55-64,0
278069,25-34,0
313834,18-24,0
300978,65-74,1
113976,45-54,0
164525,55-64,0
84099,55-64,0
109239,25-34,1
256832,na,1
39883,45-54,1
114135,18-24,1
247500,25-34,0
133319,55-64,0
171480,65-74,0
254442,na,0
145105,45-54,0
8133,45-54,0
95448,35-44,0
21162,45-54,0
55759,45-54,0
48135,25-34,0
60512,55-64,0
32276,na,0
322346,45-54,0
24747,45-54,0
133354,25-34,0
23873,na,0
69808,35-44,0
159094,45-54,0
125201,25-34,1
297000,55-64,0
61881,45-54,0
178336,na,0
87821,18-24,1
181897,35-44,1
95393,na,0
69129,na,1
50619,45-54,0
26572,25-34,0
41938,25-34,0
259435,35-44,1
13270,35-44,1
236572,25-34,0
226061,na,0
151442,45-54,0
335466,na,1
147802,35-44,0
120789,25-34,0
173900,45-54,0
30791,18-24,0
93874,45-54,1
250403,25-34,0
145561,25-34,0
179615,25-34,1
47096,35-44,1
26254,55-64,1
104871,25-34,1
3202,35-44,0
120464,25-34,0
74569,25-34,0
17834,55-64,1
268569,25-34,0
11965,25-34,0
208958,35-44,0
291876,na,1
3586,25-34,1
62167,35-44,1
121800,35-44,1
314666,35-44,1
207007,35-44,0
314086,45-54,0
28471,35-44,1
189239,45-54,0
86728,45-54,0
105670,25-34,1
245340,45-54,1
150937,65-74,1
43994,18-24,0
1925,35-44,0
92930,35-44,0
84135,na,1
26427,45-54,0
70527,18-24,0
288287,45-54,1
286998,na,0
232561,45-54,0
280062,55-64,0
89351,35-44,0
186250,45-54,0
82449,na,0
126651,35-44,0
119589,18-24,1
205102,25-34,0
73393,na,0
20171,na,0
188231,na,0
141020,35-44,0
203421,35-44,1
235864,25-34,1
48106,35-44,1
197177,na,0
213002,25-34,0
39046,na,0
77020,25-34,1
165269,na,1
187550,45-54,1
42648,25-34,1
180940,55-64,1
334080,na,0
305730,45-54,0
237729,25-34,1
235132,45-54,0
174953,na,0
159907,45-54,0
178686,25-34,0
108521,na,0
56227,55-64,1
78047,35-44,1
309657,25-34,0
111184,35-44,0
294374,45-54,0
114109,55-64,0
77833,25-34,0
149919,35-44,0
122837,55-64,0
272812,45-54,0
34829,na,0
285373,25-34,0
7246,na,1
311187,na,1
295145,35-44,1
88704,45-54,0
267762,45-54,0
106960,25-34,0
307821,55-64,1
24383,55-64,0
46667,35-44,0
200924,25-34,1
154032,25-34,0
130782,35-44,0
171966,45-54,0
13304,18-24,0
42837,35-44,0
69739,55-64,0
64396,18-24,1
139805,65-74,1
291426,65-74,1
260602,35-44,0
213636,45-54,0
124798,25-34,0
265045,18-24,0
51453,55-64,0
284437,25-34,1
23149,25-34,0
279879,45-54,0
82081,75-84,1
14461,25-34,1
260755,18-24,1
301245,35-44,1
246372,na,0
294739,na,1
197033,65-74,0
44184,65-74,1
161055,45-54,0
61019,55-64,0
117921,na,0
69120,18-24,1
110860,25-34,1
119891,55-64,0
222953,na,1
186206,25-34,0
276010,45-54,0
245116,na,1
48193,na,1
320943,55-64,0
223029,35-44,1
4652,na,0
173916,25-34,1
315678,55-64,0
333687,na,0
274332,18-24,0
153619,25-34,0
53991,25-34,0
284165,na,0
143827,na,1
40107,na,1
28364,35-44,0
184198,35-44,0
28838,35-44,0
71960,65-74,1
323093,na,0
81450,55-64,1
98342,na,0
243647,25-34,0
37163,25-34,1
108675,45-54,0
319984,45-54,0
198437,18-24,0
264858,45-54,0
169151,35-44,1
293959,na,0
162657,75-84,1
328780,18-24,0
216235,35-44,0
236051,65-74,1
248934,45-54,0
290870,35-44,0
246310,45-54,1
231629,25-34,0
95920,45-54,1
120167,25-34,1
138832,55-64,0
48284,25-34,0
330668,35-44,1
108886,35-44,0
235459,65-74,1
140242,35-44,0
119685,45-54,0
154817,65-74,1
136364,65-74,0
288357,25-34,1
111252,35-44,1
191382,25-34,0
93120,55-64,0
284733,35-44,1
178539,55-64,1
205468,35-44,1
264536,35-44,0
172111,25-34,0
223979,18-24,1
83945,25-34,0
273087,25-34,0
76403,45-54,1
251376,65-74,1
80262,na,0
232628,25-34,1
292621,na,0
129475,45-54,1
253106,45-54,0
56629,18-24,0
287131,65-74,0
8993,25-34,1
4169,na,0
118527,na,0
58587,35-44,0
255906,35-44,0
214660,18-24,1
238949,na,0
11903,55-64,1
163998,65-74,1
23199,na,0
28155,55-64,0
210459,18-24,0
15962,55-64,1
3638,35-44,0
141132,na,1
187537,na,0
214647,25-34,1
38401,na,0
315153,45-54,1
109803,na,0
263828,18-24,1
306944,55-64,0
104139,na,0
9465,35-44,0
280733,18-24,0
69197,na,1
231669,35-44,1
94277,na,1
207796,35-44,1
107207,35-44,1
314657,na,1
327331,55-64,0
175168,65-74,0
320845,55-64,1
114324,45-54,1
58443,na,0
124212,25-34,0
37603,na,1
154780,45-54,0
92892,45-54,1
233517,35-44,0
319052,na,0
154644,25-34,1
105167,na,1
98602,45-54,0
154313,45-54,0
223834,na,0
205097,45-54,0
187277,45-54,0
250194,55-64,0
22006,45-54,1
306971,25-34,0
71076,na,0
123697,na,1
268478,65-74,1
331205,25-34,1
143094,55-64,0
4623,45-54,0
277213,25-34,0
314888,35-44,0
94848,55-64,1
321125,55-64,1
299659,25-34,1
186234,65-74,0
17622,35-44,1
207670,na,0
67115,na,1
332440,35-44,0
11709,55-64,0
283910,45-54,1
323867,45-54,1
31920,na,0
55893,35-44,0
67341,35-44,0
304468,35-44,0
80407,75-84,1
83791,35-44,0
189984,45-54,0
295887,45-54,1
130577,65-74,0
35364,25-34,0
103290,25-34,0
57488,65-74,0
17111,45-54,1
47486,18-24,1
260960,na,0
179247,55-64,0
326752,25-34,1
247892,25-34,0
301600,45-54,0
76131,35-44,0
247664,25-34,0
28597,35-44,1
190229,25-34,1
285471,45-54,1
121485,35-44,0
183033,na,0
16115,na,0
185081,55-64,1
126308,25-34,0
149749,35-44,0
272741,na,1
240949,25-34,1
15895,25-34,0
273042,55-64,0
147773,35-44,0
128568,na,1
19046,25-34,1
336705,25-34,1
63421,35-44,1
332816,35-44,0
284881,45-54,1
340031,35-44,0
42936,55-64,1
299709,55-64,0
187346,45-54,1
56296,45-54,0
131765,35-44,0
103328,65-74,0
3940,25-34,0
148705,35-44,0
307324,45-54,0
101575,na,0
330636,25-34,0
138031,55-64,0
308198,25-34,0
309838,25-34,1
60257,35-44,1
280708,na,0
73368,65-74,0
323959,55-64,0
175429,25-34,1
107668,na,0
14927,35-44,0
195031,25-34,0
322021,na,0
21274,35-44,0
226898,45-54,0
103808,35-44,0
71238,na,1
326750,na,1
227995,na,0
284781,45-54,0
271352,35-44,1
308300,na,1
106759,35-44,1
94289,na,1
313460,55-64,0
22022,na,0
250566,35-44,0
5682,na,0
5998,18-24,1
274007,45-54,0
337719,25-34,1
64900,55-64,0
147997,18-24,1
332504,55-64,0
52219,25-34,1
75213,35-44,0
282467,na,1
84218,na,0
44957,na,0
120952,75-84,1
49483,35-44,1
21786,na,1
88607,35-44,0
79228,25-34,0
323836,45-54,0
289634,55-64,0
86116,25-34,1
144868,35-44,0
317926,25-34,1
78401,45-54,1
97230,25-34,0
125052,55-64,1
185240,35-44,1
332222,45-54,0
147153,35-44,0
83340,na,1
338556,na,0
291571,35-44,1
106031,55-64,0
217849,45-54,1
303748,35-44,0
111776,35-44,0
238133,35-44,0
79037,55-64,1
183475,na,1
1091,na,1
32478,na,1
305846,18-24,0
117212,18-24,0
29435,25-34,1
106026,25-34,1
46931,45-54,1
258018,45-54,0
87283,25-34,0
223012,35-44,1
75336,25-34,1
129733,35-44,0
67754,35-44,0
334670,18-24,1
225188,25-34,1
219538,na,1
5594,na,1
188278,na,1
311978,25-34,1
113901,na,1
115177,55-64,0
90307,45-54,0
1687,55-64,1
37105,65-74,0
127476,75-84,1
252342,55-64,0
339691,35-44,0
307743,na,1
30571,45-54,0
333146,55-64,0
269327,na,0
89836,55-64,1
137573,na,1
47412,45-54,0
39918,25-34,0
176605,55-64,0
62746,25-34,0
205653,25-34,1
13787,na,1
89002,na,1
316101,45-54,0
152347,na,0
236399,na,0
320020,45-54,0
28356,na,1
83147,na,1
102544,25-34,0
259486,35-44,0
148586,45-54,0
33157,na,0
295494,45-54,1
142651,18-24,0
330116,65-74,0
150876,35-44,0
192283,55-64,0
141209,65-74,1
156936,18-24,1
340356,na,0
185816,na,0
321050,na,1
197382,25-34,0
126606,na,1
53903,na,1
163514,35-44,1
81015,55-64,0
147195,na,0
182027,55-64,0
35700,na,1
238169,na,1
326973,35-44,0
316813,na,1
1034,25-34,0
65460,55-64,1
104172,na,0
215743,na,0
220844,na,0
267306,45-54,0
180470,45-54,0
60222,35-44,0
2529,55-64,0
169037,45-54,0
219932,25-34,1
198750,55-64,0
208602,55-64,0
323895,na,0
113722,35-44,0
326464,45-54,0
167160,18-24,0
169925,55-64,0
304288,na,1
305734,na,1
41012,na,0
49431,25-34,1
331566,35-44,0
238745,45-54,0
279588,55-64,0
226129,25-34,0
129866,na,1
282300,65-74,0
248340,25-34,0
150265,35-44,0
135233,18-24,1
249464,25-34,1
85842,na,0
187175,45-54,0
33388,18-24,1
2993,55-64,0
305972,25-34,0
61902,55-64,1
239765,75-84,1
68144,25-34,1
97147,45-54,0
35136,35-44,0
291510,35-44,1
162586,25-34,1
245006,35-44,0
28630,45-54,1
61653,45-54,0
327280,45-54,1
262945,45-54,0
257147,na,1
330133,65-74,1
223429,na,0
81707,na,0
89856,na,0
313168,25-34,0
149012,35-44,0
101705,35-44,0
330360,45-54,1
61005,45-54,0
23964,55-64,1
75398,na,0
315893,55-64,1
167738,45-54,0
308736,35-44,0
147373,45-54,1
324354,45-54,0
47289,35-44,0
232384,55-64,0
268058,35-44,1
281999,45-54,0
40970,18-24,1
242383,55-64,0
25995,na,0
287922,na,1
189113,55-64,1
141398,55-64,0
149283,na,0
328410,35-44,0
184402,25-34,1
51783,35-44,0
338760,55-64,0
175936,25-34,0
98161,45-54,0
74544,na,1
281432,na,1
224628,25-34,1
190930,45-54,0
307969,25-34,1
167606,45-54,0
100935,25-34,1
10549,na,0
256370,55-64,0
151311,45-54,0
14770,65-74,0
263374,65-74,1
50258,na,0
303053,25-34,0
82518,25-34,1
222412,25-34,0
316937,25-34,0
34459,25-34,0
95281,45-54,0
96290,25-34,0
105334,25-34,0
179549,35-44,1
38197,na,0
214658,na,1
221710,55-64,0
67408,na,0
80902,35-44,0
278498,na,1
213909,25-34,0
182146,18-24,0
305034,25-34,0
237970,35-44,1
4144,18-24,1
231386,na,1
170931,25-34,0
256533,25-34,0
84825,35-44,0
152045,25-34,0
248560,25-34,0
74721,55-64,0
83020,35-44,0
175979,na,0
170936,na,1
246378,45-54,0
111264,45-54,1
177936,25-34,0
91980,18-24,1
277606,45-54,0
226258,65-74,0
206663,25-34,0
76182,55-64,1
98305,35-44,1
78130,25-34,1
274200,na,0
34798,35-44,0
312133,na,0
161926,55-64,0
123234,na,1
244106,35-44,0
222887,55-64,1
25292,18-24,0
318342,45-54,1
37278,45-54,0
36029,na,1
309061,55-64,0
209685,na,0
142038,45-54,1
108323,45-54,1
217338,25-34,1
111614,45-54,0
213062,na,0
257731,55-64,0
92277,55-64,1
61519,25-34,1
231075,18-24,1
210783,na,0
268919,25-34,1
281970,na,1
303262,na,0
231123,35-44,0
214294,na,1
306116,25-34,1
110172,18-24,1
244534,55-64,1
267363,35-44,0
197647,65-74,0
116363,na,1
85705,na,1
176366,55-64,0
72798,35-44,0
131357,55-64,1
153892,45-54,0
76658,18-24,0
153185,55-64,0
314550,18-24,0
78820,35-44,0
113321,35-44,0
273141,55-64,0
222055,25-34,1
141263,35-44,0
285651,25-34,1
132864,35-44,0
189757,na,0
163686,55-64,0
193455,na,0
324981,45-54,0
325296,35-44,0
228153,35-44,0
59854,18-24,1
249176,na,1
252429,45-54,0
96932,na,1
18411,65-74,0
48162,55-64,0
318319,45-54,1
88754,na,1
226641,18-24,0
226002,45-54,0
128499,25-34,1
39227,25-34,0
110537,na,0
280501,na,0
313714,45-54,0
68283,na,1
65532,35-44,0
177902,25-34,1
253388,25-34,0
320850,45-54,0
66208,25-34,0
30365,45-54,1
232149,45-54,0
340321,18-24,0
301984,na,0
307662,45-54,0
76749,55-64,1
6423,na,0
337390,45-54,0
115588,18-24,1
66430,na,1
74909,35-44,0
217913,55-64,0
263774,45-54,0
266515,25-34,1
38261,55-64,1
201412,25-34,0
13204,18-24,0
217003,25-34,0
170753,65-74,0
135259,25-34,0
13800,45-54,0
299195,25-34,0
15983,25-34,0
169383,45-54,1
99633,25-34,0
175603,na,1
131565,na,0
70780,25-34,0
12706,55-64,0
13075,35-44,0
332867,45-54,0
236294,35-44,0
5567,45-54,1
226731,55-64,0
323609,25-34,0
45115,35-44,0
107689,35-44,0
54871,35-44,0
147027,45-54,0
122755,65-74,0
126368,25-34,0
292367,55-64,1
161538,na,1
117771,na,0
226675,25-34,1
235811,25-34,1
158880,45-54,0
108271,55-64,0
51485,35-44,1
71337,25-34,0
60656,65-74,0
28749,55-64,0
60016,25-34,1
91957,45-54,0
235333,45-54,0
164145,na,1
243033,35-44,1
152110,na,0
245663,na,1
42656,18-24,0
265566,na,0
177485,35-44,0
70605,25-34,1
29190,na,1
19168,na,0
55359,25-34,1
217924,45-54,0
308566,35-44,0
80922,55-64,0
241052,18-24,0
272345,25-34,0
244459,25-34,0
315275,75-84,1
214701,45-54,0
138713,35-44,0
196072,na,0
241550,45-54,0
338011,na,0
204099,25-34,1
166508,na,0
112725,65-74,0
236973,18-24,1
334654,35-44,1
80596,18-24,0
146259,na,1
154022,55-64,0
50871,45-54,1
70544,45-54,0
266543,35-44,0
166682,45-54,0
280141,35-44,0
222015,45-54,0
241447,35-44,0
138896,na,0
190012,55-64,0
179930,55-64,1
284991,55-64,1
126270,na,1
31454,35-44,0
312131,25-34,1
215724,25-34,0
151297,na,0
15740,na,1
215110,45-54,0
213322,55-64,1
332824,na,1
388,18-24,0
140697,35-44,0
186327,35-44,1
317120,na,1
259734,35-44,0
200594,55-64,0
109188,45-54,1
164855,45-54,1
203253,45-54,0
215278,45-54,0
261180,45-54,0
3749,65-74,1
134555,na,1
307103,45-54,1
134257,na,0
221375,55-64,1
275667,35-44,0
270890,25-34,1
212184,na,1
69887,35-44,1
160037,25-34,1
272265,45-54,0
184119,na,0
121807,55-64,1
244717,25-34,0
76543,25-34,0
53955,55-64,1
133119,na,0
317335,25-34,0
240933,45-54,0
230145,25-34,0
297046,na,1
251526,35-44,0
121805,35-44,0
331720,35-44,0
282878,35-44,0
98574,65-74,1
52017,18-24,1
44450,25-34,0
278446,55-64,0
248919,45-54,0
215659,25-34,1
310474,65-74,0
317746,25-34,1
70396,35-44,0
223286,35-44,0
30286,18-24,0
147800,45-54,0
30264,25-34,1
189526,35-44,1
176997,65-74,0
268502,65-74,1
53953,25-34,0
8938,25-34,1
244490,55-64,0
70993,35-44,0
248702,45-54,0
306092,45-54,0
200491,55-64,1
119750,55-64,0
153856,na,1
81865,na,1
284401,55-64,1
168814,25-34,0
171487,18-24,0
35493,35-44,0
5091,na,0
17927,55-64,1
238720,55-64,0
31409,25-34,0
146589,65-74,1
317066,45-54,0
130913,35-44,1
52054,na,1
4369,18-24,1
56803,65-74,1
151358,45-54,0
101744,45-54,0
228631,na,1
76523,55-64,0
324754,25-34,1
62965,55-64,0
40790,45-54,0
77354,35-44,0
207096,25-34,0
269544,75-84,1
254695,na,1
218821,35-44,1
286871,55-64,0
285056,35-44,1
296705,na,0
10176,25-34,1
97717,65-74,1
33535,35-44,0
88720,25-34,0
61060,25-34,0
324212,45-54,1
94954,25-34,0
187067,45-54,0
125549,35-44,0
57376,35-44,0
308887,35-44,0
34863,35-44,0
28998,25-34,0
246639,25-34,0
261586,25-34,0
226245,45-54,1
331880,25-34,0
283939,na,1
284514,65-74,1
107211,18-24,1
73632,35-44,1
133665,25-34,1
13440,na,0
32590,18-24,1
173898,25-34,1
243726,na,0
190275,45-54,1
82141,18-24,0
159375,na,1
61826,25-34,0
218439,55-64,0
161710,55-64,1
83084,25-34,0
154693,25-34,1
159971,25-34,0
111479,18-24,1
212008,25-34,0
142757,35-44,0
208767,na,0
207624,18-24,1
253378,45-54,0
64451,35-44,0
242723,na,0
169288,55-64,0
160062,25-34,0
316695,45-54,0
307799,45-54,1
196640,35-44,0
87176,55-64,0
182020,na,0
57370,na,0
145956,na,0
237494,35-44,0
159207,25-34,1
172531,55-64,1
9976,25-34,1
189782,25-34,0
234409,45-54,0
36181,35-44,1
290625,25-34,1
116467,45-54,0
278381,25-34,0
89787,45-54,0
55927,25-34,1
331581,25-34,0
199749,55-64,1
269305,45-54,0
161315,18-24,0
123336,55-64,1
123670,na,1
25532,25-34,1
175459,45-54,1
253718,45-54,0
230304,55-64,1
1761,na,1
318723,na,0
178699,45-54,0
166874,55-64,0
314364,35-44,0
174048,25-34,0
168719,na,1
333922,45-54,0
204477,na,0
171313,45-54,0
196809,35-44,1
133934,25-34,0
305033,45-54,0
15493,na,0
238303,25-34,0
103222,25-34,1
337352,18-24,0
135182,45-54,0
208575,na,1
109583,25-34,1
316445,35-44,1
116937,45-54,1
230352,45-54,0
199566,18-24,1
298883,55-64,0
116676,55-64,0
104606,45-54,0
64335,na,1
97235,55-64,0
298812,45-54,0
91856,45-54,1
295430,18-24,0
73873,25-34,1
120923,na,0
56647,25-34,0
208102,25-34,0
88795,25-34,1
162960,35-44,0
213515,na,1
324205,65-74,0
95621,55-64,0
235454,45-54,0
240556,18-24,1
222165,45-54,0
34115,25-34,1
272257,35-44,0
135127,55-64,0
29143,45-54,1
49056,18-24,0
122832,45-54,0
170024,35-44,0
282959,na,0
83944,35-44,0
181702,na,0
10475,35-44,1
145423,na,1
163098,na,1
13458,45-54,0
109299,55-64,0
43091,na,0
274484,45-54,1
198325,35-44,0
22386,55-64,1
165825,45-54,0
83913,45-54,0
241754,na,0
114458,na,0
156778,45-54,0
131889,55-64,0
85786,na,0
42898,25-34,1
335322,45-54,0
151035,35-44,0
88165,55-64,0
72923,45-54,0
55799,45-54,0
285802,25-34,1
10078,45-54,0
213751,45-54,0
285762,45-54,0
66700,45-54,0
246160,na,0
200839,25-34,1
241703,45-54,0
204806,45-54,1
295516,35-44,0
10375,25-34,0
11136,35-44,0
55059,45-54,1
156282,45-54,0
118335,na,0
86195,18-24,0
159832,45-54,1
62029,35-44,0
152317,35-44,1
313826,45-54,1
38098,na,1
197120,55-64,1
110414,25-34,1
75127,na,0
113500,45-54,1
198139,18-24,1
180280,45-54,1
320076,25-34,0
93137,35-44,1
239886,45-54,1
142024,na,1
298830,45-54,0
271338,na,1
265255,35-44,1
138395,18-24,1
118204,45-54,0
45850,35-44,0
197499,65-74,1
301777,35-44,1
158542,65-74,0
223775,45-54,0
98913,25-34,1
34962,na,0
277286,45-54,0
311041,na,0
223063,55-64,0
277535,65-74,1
207469,na,1
185380,25-34,0
311898,55-64,0
165572,na,0
57661,na,0
77239,35-44,0
327776,na,1
333455,na,0
87978,na,0
329347,75-84,1
197025,25-34,0
35244,45-54,0
11103,na,0
329893,65-74,0
331556,na,0
306384,45-54,0
329132,55-64,0
218357,35-44,1
206733,25-34,1
72749,35-44,0
92151,45-54,0
203222,na,1
220784,55-64,1
155108,35-44,0
120847,45-54,0
250681,18-24,1
173299,na,0
248857,25-34,0
281081,18-24,0
202558,55-64,1
9864,na,1
295648,45-54,0
218851,45-54,0
216976,45-54,1
63212,45-54,1
27237,55-64,0
150289,na,0
148260,na,1
243255,18-24,1
53666,45-54,1
168006,35-44,1
58240,na,0
332579,25-34,0
227384,18-24,1
222024,18-24,0
308679,55-64,0
83686,65-74,0
287434,25-34,1
322523,65-74,0
64002,na,0
255419,25-34,0
227945,55-64,0
60116,25-34,1
283073,na,1
148231,45-54,0
33397,35-44,0
158924,na,1
