uid,movement_activity_0,movement_activity_1,movement_activity_2,movement_activity_3,movement_activity_4,movement_activity_5,movement_activity_6,movement_activity_7,movement_activity_8,stationarity_0,stationarity_1,stationarity_2,movement_activity_9,movement_activity_10,movement_activity_11,movement_activity_12,movement_activity_13,movement_activity_14,movement_activity_15,movement_activity_16,movement_activity_17,movement_activity_18,movement_activity_19,movement_activity_20,movement_activity_21,movement_activity_22
42936,0.0,17.0,47.0,1371435.37516,466268.0,4697.0,43.0,11357.1985069,3606.0,31083.0,7150.4,135333.1,6.0,4.0,36.0,21.0,1304.5,11.0,0.0,0.0,17.0,7.0,1.0,31.0,170.0,48.0
299709,5.0,4.0,57.0,1251430.67129,470234.0,6004.0,48.0,6686.44449374,5181.0,12320.5,4500.0,108322.7,15.0,8.0,46.0,20.0,6153.0,13.0,6.0,1.0,10.0,11.0,5.0,31.0,768.0,58.0
187346,0.0,9.0,88.0,326998.604353,436327.0,1450.5,80.0,4494.24096274,1209.0,18602.0,5751.0,55725.0,22.0,10.0,62.0,24.0,1209.0,13.0,1.0,15.0,19.0,21.0,9.0,31.0,556.0,89.0
56296,0.0,0.0,38.0,880535.128689,1525204.0,32476.5,24.0,3959.65133781,32476.5,15965.0,3917.0,71406.0,4.0,3.0,27.0,21.0,42583.0,3.0,13.0,3.0,2.0,2.0,0.0,31.0,973.0,39.0
131765,0.0,0.0,1.0,0.0,88253.0,88253.0,1.0,0.0,88253.0,272726.5,34425.0,511028.0,0.0,0.0,1.0,3.0,88253.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0
103328,0.0,2.0,33.0,209719.142472,1023460.0,14352.0,22.0,1604.20865073,7854.5,32965.5,5890.5,140563.0,8.0,4.0,24.0,21.0,10866.5,5.0,1.0,0.0,5.0,8.0,2.0,31.0,156.0,34.0
3940,0.0,3.0,27.0,99082.6512046,208518.0,1800.0,23.0,4091.7742616,1800.0,43456.5,4521.4,212374.3,8.0,4.0,16.0,15.0,1800.0,5.0,3.0,1.0,3.0,5.0,5.0,31.0,56.0,28.0
148705,1.0,2.0,64.0,434835.781134,503175.0,4841.5,56.0,5066.92430162,4114.5,22329.0,6655.8,64610.4,24.0,10.0,52.0,21.0,5626.0,8.0,6.0,1.0,18.0,9.0,13.0,31.0,244.0,65.0
307324,0.0,2.0,52.0,250641.541932,511294.0,5489.0,41.0,5006.24245028,2927.0,33935.0,6092.4,78470.8,22.0,8.0,39.0,21.0,5614.0,4.0,0.0,9.0,8.0,13.0,7.0,31.0,145.0,53.0
101575,0.0,9.0,52.0,338781.932954,221268.0,1919.5,47.0,1301.98139608,1852.0,18484.0,5760.0,174960.8,16.0,6.0,35.0,18.0,1987.0,9.0,0.0,1.0,10.0,14.0,10.0,31.0,429.0,53.0
330636,0.0,1.0,22.0,178083.689912,741580.0,1907.0,19.0,4627.17894534,2208.0,24212.0,5377.0,250309.8,8.0,5.0,11.0,18.0,2208.0,4.0,0.0,0.0,4.0,8.0,2.0,25.0,87.0,23.0
138031,0.0,3.0,55.0,407607.402722,923763.0,5465.0,47.0,1537.33213002,4038.0,14353.0,4881.7,113209.9,15.0,6.0,33.0,22.0,8214.0,6.0,1.0,1.0,14.0,13.0,8.0,30.0,415.0,56.0
308198,1.0,6.0,35.0,584098.320938,188597.0,951.0,32.0,2311.88263055,925.5,25718.0,5666.0,168433.0,11.0,4.0,19.0,16.0,716.0,7.0,2.0,0.0,7.0,10.0,6.0,31.0,244.0,36.0
309838,1.0,5.0,57.0,154894.463875,244756.0,1240.0,50.0,3476.39929857,1105.5,32290.0,5140.9,91049.7,21.0,11.0,45.0,21.0,1113.0,4.0,1.0,16.0,3.0,10.0,13.0,31.0,356.0,58.0
60257,0.0,9.0,76.0,778300.84076,482927.0,3845.0,73.0,4123.32915788,4051.0,23990.0,4066.8,55923.4,11.0,3.0,58.0,21.0,4611.5,19.0,0.0,9.0,23.0,18.0,3.0,31.0,1068.0,77.0
280708,2.0,7.0,85.0,566594.853995,826540.0,5805.0,73.0,4019.81891262,4944.0,8567.5,4226.7,61041.9,15.0,5.0,61.0,23.0,5209.0,19.0,7.0,1.0,23.0,15.0,6.0,31.0,1000.0,86.0
73368,2.0,0.0,20.0,39083.472218,341375.0,8818.5,11.0,689.894467025,7005.0,78631.0,15883.4,268288.6,8.0,4.0,15.0,17.0,7230.0,1.0,2.0,0.0,3.0,2.0,2.0,31.0,41.0,21.0
323959,0.0,5.0,52.0,365359.315108,567956.0,4628.5,41.0,9172.54399951,2337.0,40542.0,6591.6,59976.2,11.0,8.0,40.0,21.0,4628.5,5.0,0.0,7.0,3.0,13.0,7.0,30.0,540.0,53.0
175429,0.0,0.0,1.0,4407.87808712,604193.0,604193.0,1.0,4407.87808712,604193.0,3816.0,3767.0,3865.0,0.0,0.0,1.0,8.0,604193.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,2.0
107668,0.0,4.0,16.0,81310.4049972,106225.0,879.5,13.0,4095.7917343,851.0,78925.0,9727.2,432725.0,7.0,7.0,10.0,11.0,913.0,1.0,0.0,0.0,2.0,4.0,5.0,31.0,34.0,17.0
14927,0.0,2.0,36.0,927447.999148,639324.0,8190.0,31.0,210.97458212,7785.0,35042.0,5327.4,130350.6,10.0,3.0,23.0,17.0,7785.0,5.0,0.0,2.0,4.0,9.0,5.0,31.0,368.0,37.0
195031,1.0,9.0,77.0,719269.20886,633741.0,4043.0,63.0,6113.9752051,3318.0,12821.5,4501.0,65329.7,19.0,11.0,51.0,22.0,4012.0,12.0,6.0,3.0,9.0,23.0,6.0,31.0,740.0,78.0
322021,1.0,1.0,22.0,1471517.3385,186725.0,3376.5,19.0,4119.15378839,3774.0,46824.0,4666.6,408018.2,6.0,5.0,8.0,11.0,5134.0,4.0,2.0,4.0,1.0,3.0,3.0,31.0,190.0,23.0
21274,0.0,3.0,23.0,154431.839607,774946.0,2582.0,22.0,1699.35036581,2543.0,16748.0,4858.0,90353.5,6.0,1.0,21.0,19.0,2582.0,2.0,0.0,1.0,5.0,10.0,4.0,14.0,183.0,24.0
226898,0.0,1.0,41.0,2036856.36478,326692.0,4234.0,38.0,587.831979707,4096.5,24705.5,4775.9,155939.8,10.0,4.0,24.0,16.0,4887.5,15.0,2.0,0.0,2.0,11.0,5.0,31.0,457.0,42.0
103808,2.0,5.0,53.0,720074.389115,1294490.0,5698.0,42.0,9912.20097608,2867.0,11106.0,4158.0,57134.0,10.0,2.0,35.0,24.0,7887.0,7.0,5.0,3.0,8.0,10.0,5.0,24.0,1965.0,54.0
71238,1.0,8.0,85.0,4090971.64995,436677.0,2460.0,79.0,20175.9380411,2460.0,19547.0,5198.4,55330.4,17.0,8.0,51.0,20.0,2732.0,18.0,2.0,3.0,23.0,15.0,9.0,31.0,792.0,86.0
326750,4.0,7.0,92.0,1492695.44306,525973.0,3600.0,77.0,8640.77205402,3089.0,20700.0,4456.8,47596.6,24.0,15.0,58.0,22.0,3600.0,14.0,8.0,19.0,16.0,6.0,11.0,31.0,704.0,93.0
227995,3.0,4.0,82.0,1006996.20363,648615.0,4397.5,74.0,11713.8951524,4297.5,18967.0,5231.4,50187.0,12.0,8.0,54.0,21.0,4707.5,12.0,7.0,15.0,11.0,19.0,7.0,31.0,1008.0,83.0
284781,0.0,5.0,43.0,237268.78193,368009.0,5263.0,33.0,3364.53609041,2795.0,44335.0,6788.0,134011.5,11.0,7.0,32.0,21.0,3084.0,5.0,3.0,0.0,11.0,8.0,3.0,31.0,486.0,44.0
271352,0.0,1.0,19.0,106228.349649,138236.0,1626.0,16.0,6782.68259081,1713.0,42577.0,5259.2,480026.6,7.0,7.0,13.0,12.0,1290.0,2.0,1.0,0.0,6.0,2.0,5.0,31.0,68.0,20.0
308300,1.0,5.0,32.0,100176.009791,1416368.0,2370.0,29.0,1156.24932522,2131.0,23664.0,4012.0,82426.0,7.0,5.0,20.0,24.0,2370.0,11.0,1.0,0.0,5.0,5.0,5.0,17.0,355.0,33.0
106759,0.0,1.0,29.0,122146.499402,646070.0,10685.0,22.0,3836.82542184,7909.5,26132.5,5842.9,246618.9,5.0,3.0,27.0,21.0,10685.0,3.0,2.0,6.0,3.0,6.0,1.0,31.0,111.0,30.0
94289,0.0,1.0,46.0,203568.121565,310194.0,3928.5,37.0,4277.51537902,3193.0,31918.0,6791.2,148064.2,19.0,5.0,36.0,18.0,3692.5,2.0,0.0,16.0,3.0,8.0,8.0,31.0,233.0,47.0
313460,3.0,0.0,41.0,215939.927076,271143.0,2733.0,37.0,4991.51579419,2405.0,15294.0,4500.0,195662.9,8.0,2.0,26.0,17.0,2569.0,18.0,4.0,1.0,0.0,5.0,6.0,31.0,468.0,42.0
22022,0.0,1.0,6.0,47635.7953796,1712078.0,255004.0,6.0,6254.54783137,255004.0,6432.0,4407.0,324807.0,1.0,0.0,3.0,13.0,233754.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,60.0,7.0
250566,0.0,3.0,79.0,604164.257174,399126.0,2700.0,66.0,6973.08944734,2597.0,25168.5,3857.6,54834.3,20.0,15.0,58.0,21.0,2638.0,18.0,0.0,1.0,24.0,12.0,7.0,31.0,410.0,80.0
5682,0.0,9.0,60.0,543188.086203,587088.0,6330.0,55.0,13615.5074218,4984.0,17181.0,4996.6,89180.2,9.0,2.0,47.0,20.0,4984.0,14.0,0.0,12.0,11.0,15.0,3.0,31.0,210.0,61.0
5998,1.0,0.0,7.0,4186.06867134,112699.0,4817.0,4.0,1046.51716784,5676.5,293739.5,25034.0,604173.0,3.0,3.0,7.0,10.0,4817.0,1.0,2.0,0.0,0.0,0.0,1.0,31.0,4.0,8.0
274007,0.0,5.0,49.0,304978.406162,714730.0,4667.0,42.0,6722.64122224,2783.0,12662.0,4266.1,78714.6,19.0,7.0,30.0,16.0,3561.5,8.0,1.0,1.0,4.0,12.0,12.0,31.0,308.0,50.0
337719,5.0,5.0,76.0,5757691.02279,1089790.0,7053.0,64.0,11864.4614227,6313.5,11864.0,4101.6,52090.0,15.0,5.0,57.0,22.0,8568.0,13.0,10.0,7.0,12.0,11.0,7.0,31.0,1474.0,77.0
64900,0.0,3.0,44.0,551611.733483,1284291.0,3793.0,41.0,10452.6566894,3676.0,27900.0,5631.6,69110.8,8.0,5.0,27.0,13.0,3910.0,12.0,1.0,1.0,10.0,6.0,4.0,20.0,286.0,45.0
147997,1.0,4.0,38.0,319349.26072,801610.0,2743.0,36.0,12151.4927786,2743.0,19801.0,4076.0,143107.0,10.0,4.0,32.0,22.0,2826.0,8.0,2.0,5.0,4.0,7.0,9.0,24.0,246.0,39.0
332504,1.0,1.0,32.0,102923.6431,144178.0,1102.5,28.0,1973.1695406,935.5,37561.0,3945.2,279437.6,6.0,6.0,26.0,16.0,875.5,2.0,3.0,0.0,16.0,1.0,3.0,31.0,104.0,33.0
52219,1.0,0.0,7.0,0.0,118626.0,5926.0,3.0,0.0,5926.0,298912.0,56821.0,600093.0,4.0,3.0,4.0,9.0,6219.5,0.0,2.0,0.0,0.0,0.0,1.0,31.0,25.0,8.0
75213,0.0,3.0,26.0,192688.902234,968812.0,10392.0,18.0,4090.66898403,4441.0,23653.0,4635.6,150600.8,7.0,4.0,24.0,24.0,22529.0,3.0,0.0,0.0,2.0,6.0,6.0,27.0,239.0,27.0
282467,2.0,11.0,71.0,470180.70423,334207.0,2163.0,67.0,9098.39143878,2208.0,25544.5,4797.4,52264.1,10.0,4.0,51.0,21.0,2325.0,23.0,7.0,3.0,20.0,6.0,6.0,31.0,326.0,72.0
84218,3.0,0.0,27.0,608644.032788,393206.0,2595.0,21.0,4634.83916384,2595.0,41633.5,4252.4,254343.8,7.0,7.0,18.0,16.0,2700.0,11.0,6.0,0.0,0.0,3.0,1.0,30.0,129.0,28.0
44957,3.0,6.0,100.0,705523.199737,438471.0,2450.5,89.0,6432.89893396,2185.0,21600.0,4396.0,44460.0,23.0,15.0,61.0,23.0,1917.0,21.0,12.0,1.0,27.0,19.0,9.0,31.0,590.0,101.0
120952,0.0,0.0,3.0,0.0,1299805.0,366813.0,3.0,0.0,366813.0,244360.0,96432.0,479090.0,0.0,0.0,2.0,9.0,287063.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,6.0,4.0
49483,0.0,2.0,63.0,425008.564772,871717.0,5501.0,50.0,5038.38223187,3783.0,27467.0,4545.5,56387.0,20.0,15.0,45.0,24.0,5515.0,15.0,1.0,13.0,7.0,5.0,8.0,27.0,812.0,64.0
21786,1.0,1.0,69.0,884729.863892,420563.0,3020.0,61.0,10107.7300269,2463.0,24120.5,5848.1,56267.6,29.0,14.0,49.0,21.0,3061.0,7.0,5.0,2.0,20.0,5.0,19.0,31.0,583.0,70.0
88607,1.0,10.0,79.0,748028.69471,1073641.0,3255.0,75.0,7946.12622778,3125.0,10203.0,3839.0,52178.3,13.0,4.0,52.0,23.0,3361.0,10.0,4.0,14.0,15.0,21.0,7.0,24.0,1227.0,80.0
79228,3.0,6.0,73.0,628153.048122,1025609.0,3017.0,67.0,8262.00543954,2778.0,17688.0,4279.5,50636.0,14.0,10.0,44.0,24.0,3439.0,15.0,6.0,1.0,16.0,13.0,9.0,24.0,790.0,74.0
323836,1.0,3.0,57.0,1933107.46518,1078089.0,5800.0,53.0,43310.3127331,5583.0,26995.5,4871.7,50235.3,11.0,9.0,37.0,23.0,5800.0,9.0,3.0,15.0,4.0,7.0,8.0,24.0,994.0,58.0
289634,0.0,10.0,71.0,506357.462117,619662.0,4965.0,65.0,8796.07689612,4584.0,10195.5,4145.6,72101.5,10.0,7.0,55.0,21.0,4965.0,3.0,0.0,5.0,41.0,6.0,8.0,31.0,967.0,72.0
86116,0.0,7.0,87.0,525196.982805,378037.0,2467.0,79.0,4367.67333749,2467.0,27955.5,5343.9,47794.5,35.0,12.0,62.0,22.0,2482.0,9.0,1.0,21.0,5.0,28.0,11.0,31.0,625.0,88.0
144868,1.0,3.0,74.0,233077.226901,703382.0,2585.5,64.0,3176.7434266,2244.0,20879.0,4642.8,46868.0,21.0,15.0,52.0,21.0,2399.5,13.0,4.0,2.0,19.0,9.0,13.0,31.0,265.0,75.0
317926,0.0,2.0,53.0,150738.684702,834139.0,1601.0,51.0,1492.12472064,1601.0,31116.0,9163.0,58392.5,17.0,9.0,30.0,23.0,2547.5,8.0,1.0,2.0,18.0,7.0,14.0,24.0,210.0,54.0
78401,3.0,6.0,66.0,406283.006652,182174.0,1194.0,63.0,7162.00295602,1195.0,26872.0,4917.6,78247.2,11.0,3.0,45.0,21.0,900.0,23.0,5.0,1.0,2.0,29.0,3.0,31.0,105.0,67.0
97230,1.0,5.0,44.0,56857.4908725,387756.0,5393.0,40.0,1107.0122117,4884.0,27597.0,6039.6,126965.8,7.0,3.0,28.0,18.0,5974.5,12.0,5.0,3.0,6.0,11.0,2.0,31.0,93.0,45.0
125052,0.0,0.0,1.0,62475.9814845,810091.0,810091.0,1.0,62475.9814845,810091.0,58619.5,36923.0,80316.0,0.0,0.0,1.0,11.0,810091.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,7.0,2.0
185240,1.0,1.0,16.0,107609.328368,1326978.0,1856.0,16.0,2233.31340733,1856.0,11700.0,4383.8,349420.0,2.0,1.0,9.0,20.0,2713.0,5.0,3.0,1.0,1.0,3.0,3.0,17.0,88.0,17.0
332222,1.0,3.0,56.0,289626.029538,856317.0,1828.5,54.0,6004.6861595,1729.5,32990.0,6381.4,56565.8,9.0,3.0,30.0,23.0,2156.5,12.0,3.0,2.0,13.0,10.0,5.0,24.0,467.0,57.0
147153,0.0,19.0,100.0,371012.251684,569832.0,2628.0,95.0,3440.50780014,2465.0,9130.0,4429.6,51977.0,23.0,10.0,68.0,21.0,4330.5,7.0,0.0,14.0,24.0,29.0,14.0,31.0,1419.0,101.0
83340,2.0,3.0,50.0,180826.040351,258350.0,2700.0,44.0,3025.28036922,2462.0,15300.0,5075.6,143640.0,14.0,7.0,33.0,21.0,2700.0,12.0,6.0,2.0,3.0,7.0,7.0,31.0,226.0,51.0
338556,0.0,5.0,72.0,192968.078225,317160.0,2700.0,67.0,2821.57126361,2700.0,25664.0,5481.4,62983.0,26.0,6.0,58.0,20.0,2700.0,7.0,0.0,21.0,7.0,21.0,11.0,31.0,450.0,73.0
291571,0.0,24.0,101.0,261692.800941,864795.0,5631.0,95.0,2819.40963423,5147.0,14356.0,4542.3,36341.8,12.0,5.0,65.0,21.0,5243.0,25.0,13.0,6.0,25.0,12.0,7.0,31.0,443.0,102.0
106031,0.0,4.0,56.0,591128.433367,342214.0,2736.0,50.0,9312.8464221,2736.0,18000.0,4658.4,99841.6,15.0,9.0,34.0,19.0,3036.5,13.0,0.0,0.0,7.0,16.0,8.0,31.0,395.0,57.0
217849,0.0,11.0,89.0,8348.73748233,484819.0,2700.0,77.0,0.0,2700.0,16200.0,5082.3,53748.0,23.0,16.0,60.0,25.0,3600.0,12.0,0.0,1.0,32.0,19.0,9.0,31.0,440.0,90.0
303748,4.0,7.0,51.0,642608.410825,310516.0,2869.0,46.0,6494.19180142,2838.5,26352.0,4932.4,88274.1,10.0,5.0,31.0,16.0,2700.0,12.0,9.0,3.0,6.0,6.0,6.0,31.0,440.0,52.0
111776,0.0,0.0,1.0,0.0,4513.0,4513.0,0.0,0.0,0.0,223807.0,190409.0,257205.0,1.0,1.0,1.0,2.0,4513.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0
238133,3.0,4.0,62.0,1412872.1579,371662.0,4101.5,57.0,30048.6208962,3793.0,29682.0,4172.4,63241.8,9.0,4.0,44.0,21.0,3916.0,14.0,3.0,0.0,19.0,6.0,5.0,31.0,487.0,63.0
79037,0.0,4.0,61.0,465684.825366,901500.0,1924.0,54.0,7792.44927941,1787.0,9835.0,4600.7,72365.4,28.0,16.0,41.0,22.0,2315.0,10.0,0.0,0.0,5.0,14.0,17.0,24.0,1036.0,62.0
183475,0.0,0.0,5.0,1729.79720465,312151.0,6614.0,3.0,0.0,97150.0,461082.0,156017.0,517894.0,2.0,2.0,4.0,8.0,5903.0,2.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,6.0
1091,6.0,7.0,94.0,3366196.71548,749459.0,4478.0,82.0,34538.4229575,4030.0,18709.0,4394.2,39593.2,20.0,12.0,62.0,23.0,4793.0,17.0,14.0,23.0,9.0,12.0,7.0,30.0,1366.0,95.0
32478,0.0,9.0,53.0,550840.447666,545516.0,8032.0,42.0,16730.0306153,4913.0,37395.0,5139.0,74589.5,17.0,5.0,37.0,20.0,6574.0,0.0,1.0,1.0,6.0,24.0,8.0,30.0,303.0,54.0
305846,4.0,1.0,41.0,2317015.64189,1075307.0,5597.0,36.0,166.792389967,4138.0,14628.5,4556.1,50623.0,6.0,3.0,34.0,19.0,5298.5,9.0,7.0,5.0,5.0,5.0,5.0,24.0,592.0,42.0
117212,0.0,8.0,88.0,395730.173342,1039835.0,2700.0,76.0,1195.40995449,2346.5,8878.0,3958.0,47061.0,23.0,13.0,63.0,22.0,2772.0,11.0,2.0,1.0,23.0,25.0,11.0,30.0,1575.0,89.0
29435,0.0,12.0,68.0,342329.337996,672941.0,5115.5,57.0,346.108664522,4490.0,16708.0,4835.0,62089.0,21.0,9.0,40.0,22.0,8158.5,10.0,1.0,1.0,22.0,13.0,8.0,31.0,1147.0,69.0
106026,1.0,7.0,73.0,418183.668139,593828.0,4497.0,61.0,6535.68307635,3513.0,18761.0,6569.5,51348.5,22.0,7.0,60.0,22.0,4475.0,14.0,4.0,15.0,6.0,9.0,11.0,31.0,278.0,74.0
46931,1.0,7.0,60.0,254248.427365,400736.0,1850.5,51.0,5533.4087019,1770.0,23012.0,5949.6,73165.6,17.0,11.0,50.0,21.0,1850.5,12.0,4.0,6.0,13.0,6.0,10.0,31.0,195.0,61.0
258018,1.0,0.0,44.0,414293.748252,240095.0,1233.0,39.0,7702.78725031,587.0,38106.0,6076.0,131377.6,17.0,15.0,33.0,17.0,1157.0,4.0,2.0,15.0,0.0,3.0,12.0,31.0,369.0,45.0
87283,1.0,8.0,69.0,152249.58691,637041.0,3148.0,53.0,1071.18075854,2187.0,17441.5,3604.0,72381.6,18.0,12.0,43.0,23.0,2187.0,6.0,2.0,10.0,12.0,15.0,5.0,31.0,1090.0,70.0
223012,0.0,16.0,89.0,438099.553493,704358.0,5704.0,76.0,4118.21530321,5019.5,11611.0,4595.3,45861.1,19.0,12.0,64.0,21.0,4997.5,10.0,6.0,1.0,32.0,19.0,4.0,31.0,606.0,90.0
75336,1.0,2.0,29.0,116289.519024,816510.0,1490.0,28.0,4743.01848407,1658.5,36753.0,21126.5,150467.3,8.0,4.0,21.0,21.0,1490.0,4.0,1.0,5.0,5.0,3.0,9.0,24.0,45.0,30.0
129733,1.0,5.0,70.0,200807.64969,449741.0,1748.0,63.0,1490.31446724,1611.0,28998.0,5061.8,58420.0,23.0,8.0,50.0,22.0,1748.0,4.0,1.0,19.0,6.0,17.0,14.0,31.0,376.0,71.0
67754,0.0,3.0,61.0,724155.764427,975583.0,4210.0,49.0,11848.6778588,3333.0,13356.5,3878.4,76116.7,23.0,15.0,44.0,22.0,3524.5,10.0,5.0,0.0,8.0,11.0,10.0,31.0,589.0,62.0
334670,2.0,1.0,17.0,464808.103407,57248.0,1534.0,16.0,5814.01632696,1777.5,35574.0,4998.2,123869.6,3.0,1.0,10.0,4.0,1019.5,5.0,2.0,1.0,3.0,4.0,1.0,11.0,195.0,18.0
225188,1.0,2.0,52.0,494524.900851,405125.0,4619.5,44.0,10589.2212945,4326.0,29279.0,8316.0,94812.0,22.0,9.0,38.0,20.0,5258.5,3.0,2.0,13.0,7.0,3.0,14.0,30.0,741.0,53.0
219538,0.0,0.0,4.0,0.0,195038.0,48893.0,2.0,0.0,93650.0,512890.0,255741.0,602412.0,2.0,2.0,4.0,10.0,48893.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,5.0
5594,0.0,0.0,11.0,68608.5885115,173620.0,6459.0,7.0,3905.71846254,4955.0,203604.0,4964.0,570189.7,3.0,2.0,8.0,11.0,5707.0,1.0,0.0,0.0,1.0,2.0,1.0,31.0,14.0,12.0
188278,0.0,6.0,38.0,4262999.69751,579068.0,8905.5,32.0,23357.7174859,6774.5,30650.0,4297.0,154872.0,4.0,1.0,34.0,19.0,6774.5,11.0,2.0,1.0,11.0,4.0,1.0,31.0,206.0,39.0
311978,3.0,7.0,45.0,310266.067404,372015.0,1052.0,41.0,7897.98660819,800.0,24490.5,5853.9,127663.5,9.0,7.0,33.0,16.0,742.0,7.0,6.0,0.0,14.0,7.0,6.0,30.0,248.0,46.0
113901,0.0,0.0,13.0,47627.7359713,1863889.0,42833.0,10.0,4978.94075994,160534.0,34291.0,3935.0,167234.5,1.0,0.0,10.0,25.0,78784.5,2.0,0.0,0.0,3.0,5.0,0.0,23.0,78.0,14.0
115177,1.0,8.0,78.0,676932.600077,345923.0,1905.0,71.0,10396.7267532,1800.0,9875.0,4509.0,67669.0,23.0,12.0,51.0,20.0,1957.0,23.0,3.0,0.0,7.0,20.0,9.0,31.0,653.0,79.0
90307,1.0,3.0,53.0,446556.254578,709306.0,8675.0,40.0,9493.535954,8205.5,31590.5,5032.0,66521.0,14.0,9.0,36.0,22.0,9123.5,7.0,3.0,2.0,15.0,7.0,3.0,31.0,182.0,54.0
1687,0.0,1.0,8.0,11914.8566314,117651.0,3022.5,5.0,0.0,8316.0,245738.0,5498.0,604131.0,4.0,3.0,5.0,10.0,1545.0,0.0,0.0,0.0,1.0,3.0,1.0,31.0,24.0,9.0
37105,0.0,6.0,20.0,135231.771593,173742.0,3683.5,17.0,6621.71125525,3720.0,76157.0,4055.2,531326.0,6.0,4.0,12.0,12.0,3751.5,1.0,0.0,0.0,5.0,7.0,3.0,31.0,48.0,21.0
127476,0.0,4.0,57.0,228165.803701,585874.0,4658.0,44.0,5346.62235218,2843.0,32985.0,7134.3,71962.2,14.0,11.0,38.0,21.0,4097.0,5.0,0.0,12.0,10.0,8.0,6.0,31.0,136.0,58.0
252342,2.0,1.0,49.0,424203.522399,1892682.0,26801.0,30.0,8977.30905926,19497.5,8144.5,4088.6,39983.5,5.0,2.0,29.0,25.0,30566.0,8.0,8.0,4.0,7.0,2.0,1.0,30.0,879.0,50.0
339691,0.0,4.0,70.0,733966.433872,474936.0,2453.5,58.0,2126.51290419,1800.0,31500.0,4689.8,52252.8,26.0,5.0,48.0,22.0,1800.0,3.0,0.0,22.0,10.0,6.0,15.0,31.0,826.0,71.0
307743,0.0,6.0,52.0,134739.894163,1097098.0,12810.5,41.0,2600.7203481,11106.0,16123.0,5411.4,59768.2,7.0,3.0,38.0,21.0,12169.5,14.0,4.0,2.0,9.0,4.0,4.0,31.0,163.0,53.0
30571,0.0,1.0,52.0,283019.703213,930578.0,14400.0,42.0,5031.60267719,14400.0,23134.0,7198.2,72620.4,6.0,3.0,35.0,20.0,14400.0,11.0,9.0,5.0,3.0,12.0,1.0,31.0,88.0,53.0
333146,3.0,8.0,74.0,341933.196063,297171.0,1800.0,70.0,7225.05603917,1800.0,27677.0,4500.0,64617.6,13.0,6.0,50.0,20.0,1599.5,28.0,6.0,1.0,19.0,9.0,7.0,31.0,229.0,75.0
269327,1.0,3.0,78.0,686202.530817,532996.0,4026.5,64.0,5179.56921011,3660.5,9591.0,4500.0,68301.0,28.0,13.0,65.0,21.0,4020.0,7.0,3.0,17.0,17.0,17.0,3.0,31.0,736.0,79.0
89836,5.0,10.0,119.0,895744.066081,894055.0,3731.0,103.0,7196.53565244,3386.0,10901.0,3938.5,25829.5,23.0,10.0,86.0,23.0,3578.5,17.0,23.0,4.0,23.0,19.0,12.0,31.0,1003.0,120.0
137573,1.0,1.0,57.0,617238.888009,269069.0,2053.0,48.0,12933.081918,1896.5,33819.0,6297.3,89022.6,25.0,23.0,41.0,22.0,2620.0,4.0,2.0,15.0,6.0,3.0,16.0,31.0,706.0,58.0
47412,2.0,3.0,45.0,3930774.56244,1716899.0,10800.0,38.0,7846.82860231,10039.5,9303.0,3730.3,60950.7,9.0,4.0,33.0,26.0,8375.0,5.0,6.0,7.0,9.0,7.0,3.0,21.0,1239.0,46.0
39918,4.0,6.0,115.0,456851.941837,397350.0,1988.0,110.0,2814.73277562,1982.0,15361.5,4500.7,39928.4,39.0,13.0,74.0,21.0,2431.0,22.0,10.0,19.0,6.0,14.0,28.0,31.0,766.0,116.0
176605,4.0,5.0,52.0,1316714.49591,269356.0,924.0,46.0,3323.66806305,1188.0,25064.0,7785.0,103151.4,12.0,6.0,28.0,19.0,1350.0,12.0,6.0,3.0,8.0,8.0,7.0,31.0,639.0,53.0
62746,1.0,5.0,56.0,1048086.25501,888372.0,2678.5,53.0,10643.8007683,2675.0,13500.0,4050.4,89723.8,8.0,5.0,38.0,23.0,2323.0,11.0,3.0,12.0,8.0,11.0,5.0,24.0,406.0,57.0
205653,4.0,4.0,62.0,358004.192139,341502.0,1153.0,55.0,8730.95113953,911.0,33585.0,5870.0,72932.6,12.0,7.0,41.0,22.0,965.0,9.0,5.0,0.0,18.0,4.0,9.0,31.0,312.0,63.0
13787,0.0,7.0,45.0,343900.61349,799868.0,1800.0,41.0,8645.33771771,1800.0,29948.5,4301.8,80544.3,12.0,5.0,29.0,22.0,1800.0,8.0,0.0,0.0,10.0,17.0,5.0,24.0,123.0,46.0
89002,2.0,4.0,77.0,196885.936949,231886.0,1135.0,73.0,2789.75839509,1139.0,32245.0,5369.8,58903.5,17.0,7.0,50.0,21.0,1335.0,21.0,5.0,19.0,2.0,12.0,11.0,31.0,333.0,78.0
