Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,1.0,1.0,6.0,,1.0,2.0,,,,,4.0,,,11.0,36.0,,,,,2.0,,,2.0,4.0,,7.0,,1.0,2.0,,,,,,,,,6.0,1.0,2.0,,,2.0,,7.0,1.0,,7.0,6.0,11.0,,3.0,1.0,,,7.0,,,,,,,,,,,,,,,,6.0,,3.0,4.0,,,,27727
,,,4.0,7.0,,,7.0,,,,1.0,,,,4.0,4.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,5.0,2.0,3.0,,,1.0,1.0,,,,5.0,,1.0,,,,,,1.0,,3.0,1.0,,,,237661
,,,,1.0,,,1.0,,,,,,,,6.0,3.0,,,,,,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,7.0,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,,46739
,,,4.0,2.0,1.0,,6.0,,,,,,,,10.0,31.0,,6.0,,,,,,,5.0,1.0,3.0,3.0,9.0,,,,,,,,,3.0,,,1.0,,,,3.0,1.0,1.0,,,,9.0,,1.0,2.0,1.0,,47.0,11.0,,,1.0,,,,4.0,,,,6.0,,,,6.0,4.0,2.0,2.0,,,,260472
,,,,5.0,,,1.0,,,,,,,,8.0,14.0,,,,1.0,,,,7.0,,1.0,4.0,,11.0,1.0,,,,,,,,,,,,,,,,13.0,,11.0,,,4.0,,2.0,,5.0,,2.0,,,,1.0,,,,,,,,6.0,,,,5.0,,,,,,,189900
12.0,1.0,1.0,11.0,13.0,,1.0,27.0,,,,5.0,2.0,1.0,2.0,20.0,41.0,,8.0,,,,,,,8.0,,,,15.0,,2.0,2.0,,8.0,8.0,2.0,1.0,,,2.0,,4.0,,8.0,,5.0,,5.0,3.0,8.0,14.0,,1.0,1.0,14.0,1.0,12.0,,2.0,,4.0,,,,,9.0,,1.0,6.0,,,,24.0,,2.0,1.0,,1.0,,122849
,,7.0,,15.0,,5.0,4.0,,,,,,,4.0,10.0,48.0,,1.0,,,,,,1.0,1.0,,3.0,,3.0,,,,,,,,,,,,1.0,,2.0,,,5.0,1.0,,,,8.0,,,7.0,,2.0,8.0,,,1.0,3.0,,,,,,,,,,,,5.0,,3.0,2.0,,,,193455
,1.0,,12.0,2.0,,1.0,2.0,,,,,,,,4.0,17.0,1.0,5.0,,,,1.0,,19.0,,,,,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,2.0,,,1.0,6.0,1.0,,,,,,15.0,,,,1.0,3.0,1.0,6.0,1.0,,,,,,,,1.0,,2.0,1.0,,1.0,5.0,160653
,,1.0,22.0,9.0,,19.0,15.0,,,,2.0,1.0,,,11.0,10.0,,11.0,,,,,,,5.0,,2.0,1.0,7.0,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,3.0,5.0,2.0,,,4.0,1.0,8.0,,,,11.0,,,,9.0,2.0,1.0,,1.0,,,,6.0,,,,,,2.0,146259
,1.0,,13.0,,,,3.0,,,,,,,,8.0,11.0,,,,5.0,,,,,5.0,,1.0,,,2.0,,,,,,,,,10.0,,,,,,,3.0,,,,,,,,,,11.0,8.0,,,,2.0,,,,,,,,,,,,2.0,,1.0,,,,,13505
,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,2.0,,,,,54121
,,,15.0,10.0,,1.0,5.0,1.0,,1.0,,,,,6.0,15.0,3.0,,,5.0,,,,1.0,,,5.0,,2.0,,,1.0,,,13.0,,,1.0,,,1.0,10.0,2.0,1.0,2.0,5.0,1.0,8.0,,1.0,10.0,,2.0,1.0,1.0,,19.0,2.0,,1.0,4.0,2.0,3.0,,,1.0,,,,,2.0,,12.0,,1.0,4.0,,,1.0,174863
,,,1.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,167635
,,,2.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277483
,,,3.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,195400
,,,4.0,9.0,,1.0,1.0,,,,,,,6.0,6.0,17.0,,,,2.0,,,1.0,,10.0,2.0,,,6.0,,,,,2.0,,,,11.0,,,,,,1.0,2.0,2.0,3.0,5.0,,4.0,11.0,,,,,,3.0,,,,1.0,,1.0,,,2.0,,,8.0,,8.0,,9.0,,33.0,3.0,,,,170438
,,7.0,2.0,2.0,,,6.0,,,,,,,,12.0,18.0,,,,,,,,,1.0,,6.0,,3.0,1.0,,,,,,,,,1.0,,2.0,,,,,5.0,1.0,2.0,1.0,1.0,2.0,,,1.0,13.0,,16.0,,,,,1.0,,,,,,,,,,,2.0,,2.0,,,,,176221
1.0,,,3.0,2.0,,,1.0,,,,,,,,2.0,13.0,,,,,,,,,4.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,9.0,,,,,,,244349
,,,9.0,11.0,,1.0,18.0,,,,1.0,,,1.0,13.0,35.0,,,2.0,,,1.0,,1.0,20.0,,,,7.0,2.0,,,,,,,,1.0,1.0,,1.0,,,3.0,1.0,3.0,,2.0,,5.0,13.0,,,,,1.0,22.0,4.0,,,6.0,,,,3.0,1.0,,,27.0,,,,9.0,46.0,3.0,2.0,1.0,,2.0,238949
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,5.0,,,,2.0,,,,,,,28759
1.0,4.0,,33.0,13.0,2.0,,12.0,1.0,,,1.0,,4.0,,3.0,33.0,,3.0,,,,,,2.0,,,2.0,1.0,8.0,,2.0,,,,,,,,,,,,1.0,,,1.0,,,6.0,10.0,9.0,,,7.0,21.0,1.0,14.0,,,3.0,1.0,,,2.0,1.0,,,,4.0,,,,7.0,1.0,,1.0,,,,5090
,2.0,,,11.0,,1.0,12.0,,,,,,,2.0,16.0,46.0,,,,,,,,,5.0,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,4.0,,4.0,9.0,,1.0,,1.0,,30.0,,,,,,,,,1.0,1.0,1.0,12.0,,8.0,7.0,6.0,,1.0,2.0,,,,318221
,,,5.0,,,,6.0,,,,,,,,6.0,8.0,,,,2.0,,,,2.0,7.0,,,3.0,,,,,,,,,,9.0,1.0,,2.0,7.0,,3.0,,,1.0,,,2.0,8.0,,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,4.0,,1.0,1.0,,,,81670
,1.0,,19.0,1.0,,,29.0,,,,,,,,34.0,30.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,5.0,3.0,,,,5.0,,,1.0,,26.0,6.0,,,24.0,3.0,,,,,1.0,,,,,,,10.0,,1.0,7.0,,,,56746
,1.0,,6.0,7.0,,2.0,6.0,,,,,,,3.0,3.0,6.0,,8.0,,,,,1.0,,7.0,,2.0,,7.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,2.0,2.0,2.0,16.0,1.0,,,2.0,3.0,,,2.0,,1.0,,,3.0,,,7.0,,2.0,2.0,,,,174434
,1.0,8.0,2.0,7.0,,,17.0,,,1.0,,,,1.0,13.0,78.0,,,,,,,,1.0,,,9.0,,19.0,,,1.0,,,,,,,,,1.0,,1.0,,7.0,5.0,,,,,22.0,,,1.0,,3.0,30.0,,1.0,6.0,6.0,,,1.0,1.0,2.0,,,,13.0,,,5.0,,3.0,1.0,,,4.0,166317
,,,10.0,5.0,,,10.0,,,,1.0,,,,15.0,29.0,,,,,,,,2.0,25.0,2.0,3.0,1.0,10.0,,1.0,,,,,,,1.0,5.0,,1.0,,2.0,,,7.0,,3.0,,4.0,3.0,,,,2.0,7.0,12.0,,,,1.0,,,1.0,,1.0,,,23.0,,,,22.0,2.0,3.0,5.0,,,,43493
14.0,,,21.0,9.0,,,10.0,,,2.0,2.0,3.0,,,9.0,25.0,,,12.0,,,,,,,,4.0,1.0,7.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,2.0,,8.0,4.0,,5.0,,2.0,1.0,18.0,2.0,,1.0,2.0,1.0,,,1.0,1.0,,,9.0,1.0,,,5.0,,4.0,3.0,,,4.0,142732
,,,8.0,1.0,,5.0,7.0,3.0,,1.0,,,,,5.0,21.0,,,,2.0,,3.0,,,20.0,,9.0,,5.0,,,,,,,,,,,,,,,,,5.0,7.0,6.0,1.0,4.0,10.0,,2.0,2.0,11.0,7.0,28.0,,3.0,6.0,5.0,,,2.0,,,,,,,,,13.0,,2.0,3.0,,,3.0,284942
,,,1.0,5.0,,,2.0,,,2.0,1.0,,,,1.0,9.0,,,,,,,,12.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,10.0,,,1.0,5.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,38169
20.0,,5.0,7.0,21.0,1.0,,5.0,2.0,,,,,1.0,,10.0,29.0,,1.0,,2.0,,,,1.0,,,5.0,,10.0,2.0,,,,,,,1.0,4.0,,1.0,,,,,,4.0,,2.0,,1.0,11.0,,11.0,,3.0,1.0,26.0,,,8.0,2.0,18.0,,,12.0,3.0,,,11.0,2.0,3.0,1.0,19.0,,1.0,,,,6.0,181344
,1.0,,7.0,,,,1.0,,,,,,,,,13.0,,,,,,,,21.0,,,,,8.0,,,,,,,,,,,21.0,,,,,,,,,,23.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,54376
,,10.0,7.0,5.0,,1.0,10.0,,,2.0,,,2.0,,17.0,43.0,,2.0,,,,,,2.0,5.0,,1.0,,15.0,,,2.0,,,,,,,1.0,,1.0,,,11.0,,7.0,,6.0,,2.0,3.0,3.0,3.0,,,6.0,23.0,,,,5.0,,,,,,,,1.0,,,,4.0,,2.0,7.0,1.0,,2.0,232811
,,,5.0,3.0,,,4.0,,,,,,,,3.0,9.0,,,,,,,,,,,2.0,,1.0,,,,,3.0,,,,,,,,,,,,2.0,2.0,,,,3.0,,,,,,2.0,,,,4.0,,,,,,,,,,,,4.0,,1.0,1.0,,,,100375
,,,16.0,1.0,,,5.0,,,1.0,,,,,14.0,16.0,,,,,,,,,,,5.0,,9.0,,,1.0,2.0,,,,,2.0,,,,,,,,1.0,1.0,1.0,14.0,,8.0,,,,2.0,,7.0,16.0,,,1.0,,,,,1.0,,,2.0,,,,8.0,1.0,7.0,1.0,,,8.0,125057
,,,,,,,4.0,,,,1.0,,,,,1.0,,,,,,,,,,,5.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,5.0,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,248081
,,,7.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,3.0,,,,,,,,,1.0,,,3.0,,,,,,,231075
,2.0,2.0,4.0,,,,4.0,,,,2.0,,,,6.0,16.0,,,11.0,,,,,,3.0,,,,9.0,,,,,,,,,,8.0,,2.0,,1.0,,,2.0,,,,1.0,9.0,1.0,,,1.0,2.0,14.0,3.0,,,,,,,3.0,2.0,2.0,,1.0,,,,3.0,,2.0,5.0,,,,256832
,2.0,,12.0,2.0,,,2.0,,,,,1.0,,,3.0,10.0,,,,,1.0,,,,2.0,,,,4.0,,,,,,,,,,1.0,,,,,,,2.0,3.0,,,2.0,4.0,,,,,1.0,7.0,,,,,,,,,,2.0,,,,,,8.0,,,2.0,,,,26954
,,,,1.0,,,4.0,,,,,,,,,7.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,4.0,,,7.0,,,,1.0,,,,,,,,7.0,,,,,,,1.0,,,2.0,219085
,,1.0,20.0,6.0,1.0,,21.0,,1.0,,5.0,,,,6.0,29.0,,9.0,,,,,,1.0,1.0,1.0,8.0,,6.0,6.0,,,,,1.0,,1.0,1.0,,,,,1.0,,,3.0,1.0,,,,4.0,,2.0,1.0,1.0,2.0,10.0,7.0,,3.0,10.0,1.0,1.0,,7.0,,,,,,,,,,3.0,1.0,,,,205910
,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,194310
2.0,,3.0,9.0,21.0,,1.0,12.0,,,2.0,2.0,1.0,,3.0,20.0,84.0,1.0,,,,,,,1.0,,,,,5.0,,,,,,1.0,,1.0,3.0,,,,,1.0,3.0,4.0,11.0,1.0,5.0,,,12.0,,1.0,1.0,14.0,4.0,28.0,,,2.0,2.0,1.0,,,1.0,,2.0,15.0,26.0,,1.0,,15.0,,1.0,3.0,,,2.0,220804
,,,,5.0,,,4.0,,,,,,1.0,,4.0,13.0,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,1.0,1.0,3.0,,6.0,,,,,,,2.0,,1.0,,,,,,,5.0,,1.0,,,,,78286
,,,3.0,3.0,1.0,,9.0,,,,,,,,5.0,14.0,,1.0,,,,,,,4.0,,6.0,,3.0,,,,,1.0,,,,,8.0,1.0,8.0,,,,,4.0,2.0,,,11.0,20.0,,,,,,1.0,3.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,104814
,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,72455
1.0,,,25.0,14.0,,,14.0,,,1.0,,,,,5.0,26.0,,,,,,,,2.0,3.0,,1.0,1.0,3.0,,1.0,,,,,,,,1.0,,1.0,,,,,4.0,,3.0,,1.0,3.0,,,,25.0,6.0,8.0,,,,6.0,,,,,,,,7.0,,,,12.0,,1.0,1.0,,,,137325
4.0,,2.0,5.0,6.0,,,10.0,,,,,,,,2.0,38.0,,1.0,,,,,,2.0,,1.0,13.0,,3.0,,,,,,,,,,,,,,1.0,,,1.0,,,,3.0,7.0,,,1.0,17.0,,15.0,,,4.0,8.0,,,,,2.0,,,,,,,9.0,,3.0,,,,,315621
,,,1.0,9.0,,,2.0,,,,4.0,,,,3.0,35.0,3.0,3.0,1.0,1.0,,,,,,,3.0,1.0,19.0,,,,3.0,,,,,,,3.0,,,,,,11.0,,1.0,,6.0,15.0,,,20.0,27.0,15.0,68.0,3.0,8.0,,8.0,,,,1.0,,,,,,,,11.0,1.0,9.0,3.0,,1.0,1.0,95774
,,,2.0,3.0,,,11.0,,,,3.0,,,,7.0,17.0,,6.0,,,,,,,,,,1.0,11.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,5.0,,3.0,2.0,,,7.0,,,,5.0,,,,,,,,,,,,8.0,,,,,,8.0,128095
,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,111710
3.0,1.0,2.0,3.0,16.0,1.0,,10.0,,,1.0,2.0,,1.0,2.0,11.0,38.0,,1.0,,,7.0,,,2.0,,1.0,2.0,1.0,7.0,,,,,,,,,1.0,,,,,1.0,9.0,,1.0,1.0,4.0,1.0,1.0,9.0,,1.0,2.0,,8.0,42.0,,5.0,1.0,4.0,,,2.0,,,,,5.0,,,,21.0,,7.0,3.0,,,,247307
,,,3.0,1.0,,,4.0,,,,1.0,,,,17.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,5.0,,,2.0,,7.0,8.0,,,,,,,,,,,,3.0,,,,2.0,,2.0,3.0,,,,278629
,,8.0,14.0,11.0,,,7.0,,1.0,,1.0,,,,4.0,25.0,,,,1.0,,,1.0,29.0,,,12.0,1.0,18.0,,12.0,2.0,,,1.0,,,1.0,5.0,,1.0,1.0,,1.0,1.0,7.0,1.0,4.0,,1.0,7.0,,8.0,1.0,1.0,2.0,34.0,,,12.0,16.0,1.0,,1.0,3.0,,,,1.0,,2.0,,8.0,,2.0,1.0,,,7.0,26906
,,,3.0,7.0,,,13.0,,,,,,,,8.0,37.0,,,,,,2.0,,,,,7.0,,1.0,,,,,,2.0,,,,7.0,,2.0,,2.0,,,4.0,1.0,,1.0,1.0,13.0,,1.0,,,1.0,12.0,,,4.0,6.0,4.0,,,,,,,1.0,,,14.0,7.0,,,3.0,,,,104834
5.0,1.0,10.0,4.0,4.0,,2.0,17.0,3.0,,,,,,,16.0,33.0,,,,1.0,,,,1.0,4.0,,2.0,,11.0,17.0,,1.0,,2.0,,14.0,1.0,2.0,,,,,,21.0,9.0,6.0,,30.0,,3.0,,,2.0,,3.0,3.0,13.0,,,,1.0,,,,1.0,,,2.0,22.0,28.0,,,18.0,,7.0,4.0,,1.0,16.0,70544
,,,3.0,5.0,,,4.0,,,,2.0,,,,2.0,14.0,,,,,,,,,,,1.0,,4.0,,,,2.0,,,,,,,,1.0,,,,,1.0,1.0,2.0,,1.0,6.0,,,,,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,5.0,,,,,193337
,,,7.0,7.0,,,8.0,,,,,,,,8.0,37.0,1.0,,,,,,,1.0,4.0,,7.0,2.0,5.0,,,2.0,,,,,,1.0,,,1.0,,,,,5.0,2.0,1.0,,3.0,10.0,,,1.0,,,6.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,4.0,3.0,,2.0,,,,294262
,,,9.0,,,,4.0,,,,1.0,,,,2.0,10.0,,1.0,2.0,1.0,1.0,,,,5.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,2.0,3.0,,,7.0,,,1.0,,1.0,15.0,,,,1.0,,4.0,,,,1.0,,,,,,8.0,,,2.0,3.0,,,103894
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44199
,,,8.0,13.0,,,2.0,,,,1.0,1.0,,,5.0,9.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,4.0,1.0,,,5.0,,,1.0,,,3.0,7.0,,,,7.0,,,,,,,,,,,3.0,,,2.0,,,,111767
4.0,2.0,,4.0,12.0,1.0,,15.0,,,,,,,,12.0,36.0,,4.0,1.0,,,,,,1.0,,10.0,,1.0,,,,,,1.0,5.0,,3.0,,,,,1.0,,,8.0,1.0,,,,9.0,,,,16.0,13.0,46.0,,6.0,18.0,3.0,,,,,2.0,,,2.0,,,,12.0,,3.0,1.0,,,,31914
,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,177670
,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,23.0,,,1.0,,,,,,,,,,,,7.0,,1.0,,1.0,,,2.0,,3.0,,21.0,1.0,,,,,,1.0,,,4.0,,,,,,,,,,,,,3.0,,,1.0,,,,310795
1.0,,,10.0,5.0,,,5.0,,,,,,,,2.0,2.0,1.0,2.0,,,,,,1.0,10.0,,7.0,,,2.0,,,,,1.0,,,5.0,,,,,,2.0,,,,4.0,,,1.0,,,3.0,9.0,6.0,2.0,,,,4.0,,,,1.0,,,,,2.0,,,3.0,,,2.0,,,1.0,254752
,,,1.0,3.0,,,7.0,,,,,,,,16.0,19.0,,,,,,,,,,,6.0,,5.0,,,3.0,,,,,,,17.0,10.0,16.0,,1.0,,,1.0,1.0,,1.0,3.0,9.0,,,2.0,11.0,7.0,20.0,,,1.0,12.0,8.0,,,,,,,2.0,7.0,,2.0,6.0,,,2.0,,,,133334
,,,9.0,5.0,,2.0,,1.0,,1.0,,,,4.0,13.0,49.0,,,,1.0,,,1.0,4.0,1.0,,37.0,,20.0,,,,,1.0,,,,,,,,,,,,13.0,,11.0,,10.0,11.0,,,,,,24.0,,,7.0,,3.0,2.0,,1.0,,,5.0,22.0,,5.0,,3.0,3.0,3.0,,,,,277946
,,,,,,,2.0,,,,1.0,,,,2.0,4.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,1.0,8.0,17.0,12.0,,,,4.0,,,,,,,,,,,,1.0,,,1.0,,,,127241
,,,6.0,,,,,,,,,,,,5.0,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,7.0,,,,2.0,,,,,,,,,,,,,3.0,,,1.0,,10.0,1.0,,,,92969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,72144
,,5.0,3.0,3.0,,,27.0,,,,,1.0,,1.0,9.0,37.0,,,,,,,,,4.0,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,3.0,,,2.0,7.0,,,,,12.0,22.0,,,,5.0,,,,,,,,6.0,1.0,,1.0,13.0,4.0,3.0,1.0,,,,236646
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211375
1.0,1.0,,8.0,2.0,,1.0,3.0,,,,,,,,18.0,26.0,,9.0,,1.0,,,,5.0,3.0,4.0,3.0,1.0,10.0,3.0,,5.0,,7.0,2.0,,1.0,,,,,,1.0,4.0,,3.0,,,1.0,3.0,7.0,,7.0,,8.0,3.0,24.0,,2.0,1.0,11.0,,,,13.0,,,,14.0,,,,16.0,2.0,,,,,,168465
,,,5.0,3.0,,,11.0,1.0,,,1.0,,,,11.0,17.0,,4.0,2.0,,,,,1.0,1.0,,1.0,,2.0,,,,,,1.0,,,,,2.0,11.0,,,3.0,,2.0,,5.0,,1.0,2.0,,1.0,,1.0,4.0,6.0,1.0,2.0,,7.0,1.0,,2.0,,,,,,,,,13.0,,1.0,1.0,,,,21513
,,,1.0,,1.0,,17.0,,,,,,,,2.0,19.0,1.0,,,,,,,1.0,,,1.0,4.0,4.0,,,,,,,,,,,,4.0,,1.0,,,2.0,1.0,,,1.0,2.0,,,,,2.0,28.0,,,3.0,13.0,8.0,,,,,,,,1.0,,,7.0,,,3.0,,,,111964
,,2.0,,8.0,,,1.0,,,,1.0,,,,2.0,17.0,,,,1.0,,5.0,,2.0,,1.0,1.0,,2.0,,,,,,,,,,12.0,5.0,4.0,,,,,,,1.0,,,5.0,,,,,1.0,6.0,,,,1.0,,,,10.0,,,,,7.0,,,6.0,,2.0,1.0,,,2.0,237240
,,,2.0,2.0,,,1.0,,,,,,1.0,,1.0,4.0,1.0,,,,,,,,,,1.0,,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,3.0,2.0,,,,,,,,,,,,3.0,,,1.0,1.0,2.0,4.0,66225
,1.0,,,1.0,,,6.0,,,1.0,,,,,3.0,10.0,,,,,,,,14.0,,,4.0,,10.0,,,,,,,,,,,,,,,3.0,,2.0,1.0,,,1.0,7.0,,2.0,,10.0,,18.0,,2.0,15.0,,,,,,1.0,1.0,7.0,3.0,,,,11.0,,2.0,1.0,,,,58045
,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,5.0,1.0,,,,,1.0,7.0,,,,,,,,2.0,,,,,,,,,,,1.0,,,,69237
,,,9.0,3.0,,,1.0,,,,,,,,3.0,19.0,,,,,,1.0,,,1.0,,3.0,,8.0,,,,,,,,,,18.0,,,,1.0,,,2.0,,2.0,,,7.0,,,,,,5.0,,,,,,,,,,,,,,,,3.0,,3.0,7.0,,,1.0,241257
,,,7.0,5.0,,,3.0,,,,,,,,5.0,16.0,,4.0,18.0,,1.0,1.0,,,,,14.0,,92.0,2.0,3.0,1.0,,1.0,,,,,,,3.0,,,,,,,10.0,,1.0,4.0,6.0,1.0,,1.0,,6.0,,,3.0,6.0,,,,,,,1.0,9.0,12.0,,1.0,24.0,,2.0,2.0,,,4.0,227995
,3.0,,4.0,4.0,,,13.0,,,,,,,,8.0,19.0,,,,,1.0,,,,,,4.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,7.0,,1.0,2.0,1.0,5.0,36.0,,,4.0,16.0,,,,,1.0,,,2.0,3.0,,,4.0,,5.0,,,,3.0,67225
1.0,,,2.0,4.0,1.0,,4.0,1.0,,,,,,,4.0,19.0,,7.0,,,,,,19.0,,1.0,128.0,,,,,,,,,,,,,,6.0,,,,,,,,,65.0,6.0,,,2.0,1.0,6.0,80.0,,1.0,,10.0,4.0,,,2.0,2.0,,,,,1.0,,5.0,,,13.0,,4.0,4.0,313940
,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,178694
