Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,0.0,6.0,,3.0,0.0,,,,,,,,6.0,4.0,,4.0,,,,,,,,,,0.0,4.0,,,,,6.0,,,,6.0,,,,,,,,,,4.0,,0.0,6.0,,,,4.0,,0.0,0.0,,,,6.0,,,,,,,,,,,6.0,6.0,6.0,,,,,297941
,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,46127
0.0,6.0,,0.0,0.0,,,0.0,,,6.0,,,,,0.0,0.0,,0.0,5.0,,,,,,,,5.0,2.0,0.0,,,,4.0,,,,2.0,,,,5.0,,,,,5.0,1.0,,,0.0,1.0,,,,,0.0,0.0,0.0,,,1.0,,,,2.0,,,,,,,,0.0,0.0,0.0,1.0,,,,170693
5.0,,,2.0,0.0,,,3.0,1.0,,,,,,,0.0,2.0,,2.0,,6.0,,,,5.0,,,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,3.0,,,,,5.0,1.0,,,0.0,,1.0,,2.0,1.0,,,3.0,,1.0,3.0,,1.0,3.0,,,,,,148705
,,,6.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,0.0,,6.0,,0.0,,,0.0,,,5.0,,,0.0,,,0.0,,,4.0,,5.0,6.0,,,6.0,0.0,0.0,,6.0,0.0,5.0,0.0,,6.0,,0.0,5.0,6.0,,,,,,0.0,,,,0.0,,,,,,,200581
,0.0,,,,,,1.0,,,,,,,,1.0,0.0,,1.0,,,,,,,0.0,,1.0,,0.0,,,,,0.0,,0.0,,0.0,,,,,,4.0,,0.0,,,,,0.0,,,,,,0.0,,1.0,1.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,,,,108312
,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,45864
,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,102717
,,,,,,,,,,,,,,,,2.0,,,,3.0,3.0,2.0,,,3.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,2.0,,,,,,,2.0,,,0.0,,,3.0,,,0.0,,,,,,,,,,,,,2.0,,,,,,,337972
,,4.0,3.0,0.0,,,0.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,4.0,,2.0,0.0,,0.0,,,1.0,,,,,,,,,,,,1.0,3.0,3.0,2.0,,1.0,,4.0,,,1.0,1.0,,,,3.0,4.0,,2.0,4.0,,,,,,,,1.0,,3.0,4.0,,,6.0,8158
,,,3.0,3.0,,,1.0,,,,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,1.0,0.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,192955
,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,273333
,0.0,3.0,3.0,0.0,,,0.0,,,4.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.0,,3.0,,4.0,,,,,,5.0,,0.0,0.0,,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,0.0,,1.0,0.0,,,0.0,57334
,,,0.0,1.0,,,0.0,,6.0,,0.0,,,,0.0,0.0,,0.0,,,,0.0,,5.0,2.0,,3.0,,0.0,3.0,6.0,,0.0,,,,,,,,,,,,,1.0,2.0,,6.0,,0.0,,4.0,,4.0,2.0,0.0,0.0,3.0,,1.0,5.0,,,,,,,4.0,,,,0.0,0.0,0.0,2.0,,,,60330
,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252069
,,2.0,0.0,0.0,,2.0,0.0,,,,,,,,0.0,0.0,,0.0,,4.0,,,,,1.0,,0.0,,0.0,,,,,,,,,0.0,,1.0,,,1.0,,,1.0,4.0,,,1.0,1.0,,,,1.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,3.0,,0.0,,0.0,2.0,,,,332187
,0.0,,0.0,5.0,,,5.0,,,,,,,,4.0,6.0,,,,,,,1.0,1.0,0.0,,1.0,,0.0,,,,,4.0,,,,,,,,,,6.0,,,,4.0,,0.0,6.0,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,1.0,,1.0,0.0,,,,70533
,,,2.0,4.0,,3.0,2.0,,,,2.0,,,,2.0,0.0,,6.0,,,2.0,,,,,,0.0,,0.0,,,,,,,,5.0,2.0,,,,,0.0,,,3.0,2.0,2.0,6.0,3.0,2.0,,3.0,,6.0,,2.0,,,0.0,0.0,0.0,,,0.0,6.0,,2.0,6.0,2.0,2.0,,2.0,,0.0,0.0,,,,159429
,,,3.0,0.0,,,4.0,,,,,,,,,5.0,,,,2.0,,4.0,,,,4.0,0.0,,3.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,4.0,,4.0,,,6.0,3.0,0.0,,,,,,,,,2.0,,2.0,,,,,,,243912
,3.0,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,4.0,,,,,,,,,0.0,1.0,0.0,,,0.0,0.0,,,,,0.0,,,0.0,,,,,0.0,,,5.0,3.0,0.0,,,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,3.0,,,,0.0,,,0.0,,1.0,4.0,,,,127273
,,,0.0,5.0,5.0,,1.0,,,4.0,,,3.0,,2.0,2.0,3.0,,,3.0,,,,3.0,0.0,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,4.0,,1.0,4.0,4.0,2.0,,,5.0,1.0,,0.0,,4.0,,1.0,,1.0,,,4.0,,,,,,4.0,1.0,,1.0,,,,4.0,239103
,,,0.0,0.0,,1.0,0.0,,,1.0,,,,,0.0,0.0,,2.0,0.0,,,,,5.0,4.0,,0.0,,0.0,,,,0.0,,0.0,,,2.0,,,3.0,,,6.0,,0.0,4.0,,3.0,0.0,0.0,,,,1.0,6.0,0.0,0.0,,0.0,3.0,,,3.0,3.0,2.0,,,0.0,,,,2.0,0.0,0.0,2.0,,,,177902
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,52048
,3.0,2.0,0.0,2.0,,,0.0,,,4.0,6.0,2.0,2.0,,1.0,0.0,,3.0,6.0,,,,,0.0,,,0.0,,0.0,,,,,,,3.0,,3.0,0.0,2.0,6.0,2.0,6.0,2.0,,2.0,0.0,,,2.0,0.0,,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,4.0,,,,3.0,,,,0.0,3.0,1.0,5.0,,,2.0,296761
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,170550
,,,0.0,3.0,,5.0,,,,,0.0,,5.0,,5.0,3.0,,,2.0,2.0,5.0,3.0,,,,,,,3.0,,,6.0,,2.0,5.0,3.0,,2.0,,,5.0,,,2.0,0.0,3.0,,5.0,,,2.0,,2.0,3.0,3.0,6.0,0.0,,,5.0,5.0,,,,,,,,,,0.0,,3.0,,6.0,3.0,,,,323887
,,,,0.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,317740
,,,6.0,6.0,0.0,,0.0,,,,,3.0,,,1.0,0.0,,,,,,,,,0.0,,1.0,,3.0,,,,,,,,,,,,0.0,,1.0,,,,6.0,,,1.0,0.0,,,1.0,,,1.0,0.0,1.0,1.0,3.0,,,,,,,,6.0,,,,,,6.0,1.0,,,,143686
,,,0.0,4.0,,4.0,0.0,,,,0.0,0.0,,,0.0,0.0,,3.0,2.0,4.0,,,4.0,0.0,,,,,0.0,,,,,,,,,,4.0,,,,1.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.0,5.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,122080
,,,0.0,0.0,,,,,,,,,,,4.0,,,0.0,,,,,,,4.0,,2.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,1.0,249111
6.0,5.0,1.0,1.0,1.0,,1.0,1.0,,,,5.0,1.0,,,1.0,1.0,4.0,,,,,,,,,,,3.0,1.0,,1.0,,3.0,,,,,,5.0,3.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,4.0,1.0,3.0,,6.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,6.0,2.0,1.0,,,6.0,,,,1.0,,1.0,1.0,,,1.0,82041
,,3.0,4.0,,,,0.0,,,,4.0,,,,4.0,0.0,,2.0,,3.0,4.0,5.0,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,0.0,,,6.0,,,,,,,,,3.0,,,,4.0,,4.0,0.0,,,3.0,151364
,2.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,,,,,,,0.0,1.0,,1.0,,3.0,,,,,1.0,0.0,,,0.0,1.0,,,,,,,,,1.0,,,,,,0.0,4.0,,,2.0,3.0,0.0,2.0,,,2.0,0.0,1.0,,,,2.0,3.0,,,1.0,,,,2.0,3.0,,,3.0,4.0,,,,,,288357
6.0,,,6.0,5.0,,6.0,,6.0,,,6.0,,,,6.0,6.0,,,,,,,,5.0,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,6.0,,6.0,,6.0,,,,,,,,6.0,,,,6.0,,,,,6.0,,219405
,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,57324
6.0,,0.0,0.0,0.0,3.0,,3.0,2.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,,0.0,,,,1.0,,,,,5.0,0.0,3.0,3.0,4.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,,,,0.0,6.0,0.0,0.0,,,0.0,0.0,,,,,,6.0,0.0,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,3.0,34430
,,,0.0,,,,0.0,,,0.0,1.0,,,,,0.0,,,,,,,,,1.0,,1.0,,0.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,57458
,,,0.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194701
5.0,,,,1.0,,,2.0,,,,,,,,1.0,2.0,,1.0,,,,,,5.0,,,5.0,,1.0,,,,,,,,,5.0,1.0,,,4.0,,5.0,,4.0,5.0,2.0,,,3.0,,2.0,,5.0,,1.0,,,0.0,0.0,,3.0,,1.0,,,,1.0,,2.0,,2.0,,2.0,1.0,,,,27490
,,6.0,0.0,0.0,,,0.0,6.0,,,,,,,4.0,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,5.0,4.0,,,2.0,,,,0.0,,,,,,,,,,,,4.0,,,4.0,,,,200357
,,,2.0,,,,,,,,,,,,2.0,2.0,,,,3.0,5.0,,,,2.0,,5.0,,,,,,,,,,,,,,3.0,,,,,3.0,2.0,2.0,,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,64674
,,,,4.0,,4.0,5.0,,,,,,,,3.0,0.0,,,0.0,,,,,,,6.0,3.0,,3.0,,,,,,,0.0,0.0,,,,,,,,,,,4.0,,,4.0,,,,,,6.0,,,,,,,,,,,,,,,,4.0,,3.0,3.0,3.0,,2.0,164043
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46744
,,,1.0,2.0,,,1.0,,,,1.0,,,,1.0,1.0,5.0,,,2.0,,,,,,,0.0,,1.0,,,,,,5.0,,,,,,,,3.0,,,2.0,,5.0,,3.0,2.0,,,1.0,3.0,,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,,2.0,3.0,,,2.0,134608
,,,1.0,,,,1.0,,,,,,,,0.0,3.0,,,,,,,3.0,,0.0,,2.0,,5.0,,,,,,,,,,,,,,,0.0,,1.0,,,,,1.0,,,,,,0.0,,,4.0,2.0,,,,,2.0,,,3.0,,,,,,,,,,2.0,249141
,,,0.0,,,,,,,,,,,,5.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139936
,,,,,,,0.0,,,,,,,,4.0,4.0,,,,,,,,,,,0.0,,4.0,,,,,,,,,4.0,,,,,4.0,,,4.0,,,,5.0,4.0,,,4.0,,,4.0,6.0,,0.0,,,,,,,,,6.0,,,,4.0,,4.0,,,,,107668
1.0,,1.0,0.0,5.0,,,1.0,,,1.0,0.0,,,,0.0,0.0,,,,,,0.0,,4.0,,0.0,0.0,,0.0,,,,0.0,,,,,4.0,,,,,3.0,0.0,,5.0,,1.0,,,0.0,,,1.0,1.0,0.0,0.0,2.0,,,1.0,,1.0,,6.0,,,,,0.0,,0.0,0.0,,6.0,2.0,,,,262565
,,,1.0,1.0,,,0.0,,,,,5.0,,,4.0,0.0,,,,5.0,,,5.0,0.0,3.0,,0.0,,4.0,5.0,,,,,,,,4.0,,,,,,5.0,,4.0,,4.0,,4.0,4.0,5.0,6.0,0.0,,,0.0,,,,0.0,1.0,,,,,,,,,4.0,,1.0,,,5.0,,,,165993
,1.0,5.0,4.0,5.0,,,2.0,,5.0,,4.0,4.0,,6.0,2.0,2.0,,4.0,6.0,,,,,4.0,3.0,,,2.0,4.0,4.0,,3.0,,4.0,,4.0,,,,,,,6.0,4.0,2.0,1.0,,4.0,,,2.0,,,,,5.0,2.0,,,,4.0,5.0,,,,,,2.0,4.0,,3.0,4.0,2.0,,,,6.0,,,83020
,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,0.0,,4.0,,4.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,4.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,,128499
,,,3.0,,,,6.0,,,,5.0,,2.0,,3.0,3.0,,,,,,3.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,6.0,,,,,,,,,,,5.0,,,,,184402
,,,0.0,,,,1.0,,,,,,,,4.0,1.0,,4.0,,,,,,0.0,,,0.0,,5.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,4.0,,,,,,,,,,,,,,,,,,313746
,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,205342
,,,0.0,0.0,,,,1.0,,,,,,,0.0,0.0,,,,,,6.0,,,,,0.0,,0.0,,,,,,4.0,,,4.0,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,4.0,,,0.0,0.0,,,,4.0,,,1.0,0.0,,,,1.0,1.0,,,1.0,,0.0,,,,0.0,170348
,,5.0,3.0,0.0,,3.0,0.0,,,,,,,,0.0,0.0,,3.0,,2.0,,,,0.0,,,2.0,,0.0,,,,,,,,,,3.0,,,,,1.0,,0.0,,0.0,,,2.0,,,,3.0,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,1.0,,,,,30544
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68629
,,,4.0,0.0,,,0.0,,,,5.0,,,,0.0,0.0,,,6.0,0.0,,,,,,,0.0,,3.0,,6.0,0.0,,,4.0,0.0,4.0,6.0,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,5.0,0.0,3.0,5.0,,0.0,4.0,0.0,3.0,5.0,,6.0,182011
0.0,,,0.0,2.0,,2.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,,,,84917
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,5.0,,,,,,,,,5.0,,,,,,0.0,4.0,,,,1.0,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,304114
,2.0,0.0,,0.0,3.0,5.0,0.0,,,1.0,,6.0,,,1.0,0.0,,,2.0,4.0,,,,3.0,,,1.0,0.0,5.0,3.0,,,,,,,,2.0,,,,,,0.0,,0.0,,2.0,0.0,,0.0,,,1.0,0.0,2.0,0.0,0.0,5.0,,0.0,,,,6.0,3.0,,,,,6.0,6.0,0.0,,0.0,2.0,,,2.0,102190
2.0,6.0,,0.0,0.0,,,0.0,,,1.0,,,,,0.0,0.0,2.0,0.0,,6.0,,,1.0,0.0,3.0,4.0,1.0,,0.0,,,,,,,,,,,,5.0,6.0,,2.0,0.0,1.0,,,,1.0,0.0,,,,0.0,0.0,0.0,,,1.0,0.0,3.0,,,,2.0,,2.0,2.0,,,,0.0,,1.0,3.0,,6.0,6.0,62540
,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,9221
,,1.0,0.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,4.0,,,,,,0.0,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,60187
,,,4.0,6.0,,,6.0,,,,,,,,6.0,6.0,,,,,,,,,,,2.0,,5.0,,4.0,,,,,,,,3.0,,,,6.0,,,,,,,,,,,,,,4.0,0.0,,6.0,,,,,,,,,6.0,,,,,,,,,,,195080
,,,4.0,1.0,,,1.0,,,4.0,4.0,,5.0,4.0,0.0,1.0,,6.0,,,,0.0,,4.0,,,0.0,,0.0,2.0,,5.0,,5.0,6.0,,,4.0,,,5.0,6.0,2.0,,,6.0,6.0,0.0,,4.0,0.0,,,,6.0,1.0,1.0,,2.0,2.0,0.0,,,,0.0,6.0,,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,180133
,3.0,,1.0,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,0.0,,,,,,,,,,,,,0.0,,,3.0,,,3.0,,,,155662
,,,1.0,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,6.0,,,,,,,,,,,,,0.0,,,,,,,,2.0,,0.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,6.0,116026
,,,1.0,0.0,,,,,,,,,,,0.0,0.0,,2.0,,,,,,0.0,0.0,,2.0,,0.0,,,,,,,,,,1.0,,,,,,,,,0.0,0.0,,,,6.0,,,,,,,1.0,3.0,,,,0.0,,,,,,,,0.0,,,,,,,158696
,,,0.0,1.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,,6.0,0.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,3.0,,,2.0,,1.0,,,,,2.0,1.0,,,2.0,1.0,,,,1.0,,,3.0,,,,,1.0,,5.0,3.0,,,,302337
,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,118825
3.0,1.0,4.0,0.0,0.0,,,0.0,,,,3.0,,,,0.0,0.0,,3.0,,0.0,,,,,,,0.0,1.0,1.0,,,5.0,,,,,,,1.0,,3.0,,,,,0.0,6.0,,3.0,1.0,0.0,,,,4.0,6.0,0.0,3.0,,,0.0,1.0,,,,3.0,,,,,1.0,,0.0,0.0,0.0,0.0,,,6.0,58411
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114490
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,208562
,,4.0,0.0,4.0,,,6.0,,,,,3.0,,,,2.0,,,,,,,,1.0,,,2.0,,4.0,,,,,,,4.0,,,,,,,2.0,,,4.0,,2.0,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,329883
,,,1.0,2.0,,,0.0,,,2.0,,,,,0.0,0.0,,,,,,,,2.0,0.0,,2.0,,0.0,,,5.0,,2.0,,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,0.0,,,2.0,0.0,,,,2.0,,,,,,,,2.0,,,,2.0,,,,,,,241933
,,2.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,4.0,3.0,0.0,,,,3.0,3.0,2.0,2.0,,,,,,3.0,,,,,,,,1.0,,2.0,3.0,,0.0,,6.0,,,,3.0,,,0.0,,1.0,5.0,,,,,,0.0,,1.0,3.0,2.0,,,6.0,,,4.0,42530
,,,,0.0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,,,,4.0,4.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,143827
,,,0.0,0.0,,5.0,0.0,0.0,,,,,6.0,2.0,0.0,0.0,,2.0,0.0,,,,,0.0,1.0,,,,0.0,,,,,,3.0,,4.0,0.0,,,,,,2.0,,2.0,,0.0,,,0.0,,0.0,,,2.0,0.0,,,,5.0,0.0,,,2.0,,,3.0,0.0,,0.0,,0.0,1.0,,0.0,0.0,2.0,0.0,221992
0.0,,3.0,0.0,1.0,3.0,,0.0,1.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,,3.0,2.0,0.0,2.0,,,,3.0,0.0,,1.0,1.0,,0.0,0.0,1.0,2.0,,,0.0,,1.0,3.0,,0.0,6.0,3.0,2.0,,,0.0,0.0,3.0,,1.0,,,,,,,,0.0,,1.0,,0.0,,0.0,5.0,,,1.0,212139
0.0,,1.0,0.0,0.0,,2.0,0.0,,,,6.0,,2.0,1.0,0.0,0.0,,2.0,6.0,2.0,,,,,,,6.0,,0.0,,,,,,1.0,,3.0,5.0,,,,,,1.0,3.0,2.0,,,6.0,1.0,5.0,,1.0,,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,,1.0,0.0,,,0.0,,2.0,,0.0,,1.0,1.0,,,0.0,191124
0.0,,,0.0,0.0,,,0.0,3.0,0.0,1.0,3.0,0.0,,,0.0,0.0,3.0,6.0,0.0,,,,,,5.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,1.0,,,0.0,,4.0,,2.0,4.0,0.0,0.0,0.0,1.0,,2.0,2.0,4.0,,1.0,0.0,,0.0,2.0,,,3.0,44450
,3.0,2.0,3.0,3.0,,,0.0,,,,,,,,,5.0,,,,3.0,,,,,0.0,,6.0,,2.0,,,,,,,,,,,,,,,,,3.0,,,,0.0,,,,,,,6.0,,,,3.0,,3.0,,,,,,3.0,,,,0.0,3.0,,,,,,304288
,2.0,,2.0,,,5.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,,,2.0,,0.0,,1.0,,,,,,,,2.0,0.0,,,,0.0,5.0,0.0,,0.0,,,,5.0,0.0,4.0,,,1.0,0.0,0.0,,,,4.0,,,0.0,,,,4.0,2.0,2.0,0.0,4.0,1.0,,0.0,1.0,,,,167651
,,,2.0,,,,,,,,,1.0,,,4.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,6.0,,1.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,2.0,308025
,,,4.0,,,,,,,,4.0,,,,,6.0,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,5.0,,5.0,,4.0,4.0,,1.0,,,,4.0,2.0,,,,,,,6.0,,,,,,,,,,,5.0,4.0,,6.0,99141
,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,4.0,,260483
,,,1.0,4.0,,,0.0,4.0,,,,,,,0.0,0.0,,0.0,,4.0,,5.0,3.0,,0.0,,0.0,,0.0,6.0,,,,3.0,,0.0,,5.0,5.0,,,,,,,,,0.0,0.0,3.0,5.0,,,5.0,,5.0,0.0,0.0,,,,,,,,,,,0.0,3.0,0.0,4.0,0.0,0.0,0.0,,,,,124457
